acc_no,hash,lifecycle,length,gc,train_test
NC_003216,d5e15b155af28f6de728993d1ae2432d7e96aee7059f9b4a4beb8fadba4b5680,Temperate,40834,36.10716559729637,1
KY779849,f9e5f9e92bf55741b5fccae7139b0d5c6b5ec3ea934cce9d1e9dbdc2870ba05b,Virulent,142499,30.2591597134015,1
NC_023697,ed81bd916bb91d415aa659ab1be0477089e7fe52bc25b56789fa7e98e0a5d9e1,Temperate,48420,67.07765386204048,1
NC_001942,fab71c97636ce54854b8a2b43e3b7afa1b4a470c9fd962c21d8a78590d8fd91f,Temperate,15644,29.03349526975198,1
NC_003291,6122b193ae46cc59c9194b8a401b4d5bb8046b20fc4a5f1896f474c390d42ca2,Temperate,37618,34.725397416130576,1
NC_005282,73e6026a13a7269334a7771c3979842081f8f4b0d9efd17fa403329b4c85df71,Virulent,86155,39.00644187801056,1
NC_002321,f023d6c5a886ec4ebc1c8be2cff2be3bd49a5ebae6837a46046e205ebe007870,Temperate,41401,33.55474505446728,1
NC_028904,6ed2f14a35f60a6ed0ae08e430e28f0c169bbca5e8142691940bf73eead9e527,Temperate,49452,65.61311979293052,1
NC_019717,3128e6010fa69f15601bdf21c9cbb62de4010362b344f01e9e35fb5466b1f054,Temperate,45366,51.955208746638455,1
NC_004681,b71a8cc6c50081528dfa67c6a80cc4a72b46feab9385b4e1eba2fe8260411452,Temperate,75931,63.11519669173328,1
NC_004171,eb992c4fc30e4e0ae4e747f467877da7d5913019ff0dcb68f6e655e296ca26e4,Virulent,4213,57.86850225492523,1
NC_048176,5478682fc3a3adeec4d0b02b0b61b4cdc1086d226015ff639c52903ea90eb99c,Virulent,122563,54.38182812104795,1
NC_042114,ad183970e6c9a551c01be8d8b2b1ebe7161622317fa0f484dc58d1dc40bb402c,Virulent,19741,38.54414669976192,1
NC_003315,b1dd97e9741fc37ed29b1201534a607b5ab6f27615ede66a734c386b9a743e50,Temperate,31508,39.935889297956074,1
NC_042339,37238e9014af775b0dc4fc882dbf31e8deda1b2d6db6171f854910d6afd98ca7,Temperate,51500,64.05242718446603,1
NC_054791,b457d65ada28567732bdd9d82a4597d6242171ac61de6c80cbbdbed5f19bb757,Temperate,50514,62.693510709902206,1
MF038790,5fca59f85e0fb5ff2efc5a20840e2b74aaefd484d926e1edb281cd00a3f3b27f,Virulent,58405,49.911822617926546,1
NC_015568,698c58c83b19065b0166caa5568a34f83ec242affb206802923857ee44c16a11,Temperate,41090,30.829885616938427,1
NC_054789,825ba41831dd1ae618fe876b8fd7948bd55b99cf77922bb9d23e9d8cb8c4e656,Temperate,53254,63.01498478987494,1
MH450125,39a8a9ef0bf79e6491b0c82477a518d5d787f8818ce888bb6a8fcac7f575cbd9,Virulent,56978,50.874021552178036,1
NC_005893,0fb5f2d77e0f2a1da5df3ff571e13b443fdc2bcf3701a15be4beba60d578f805,Temperate,39166,44.59224837869581,1
NC_042011,6e8457ad98906462f973e005e09a833800b7506fe3643a312ed21a16f63ffb17,Virulent,133047,50.05749847798147,1
NC_007059,1f8c3d85fe7a10bb8c98d43a12ed00fb14aed42750e7c326d275a46d54465d50,Temperate,43114,35.23913346012896,1
NC_041848,6cfc8a11042da7ceeccdc1a57e0afcbf111f64d612fb67c987253e054dd03fea,Temperate,31200,52.6025641025641,1
NC_012638,9a16d08dc70930297bdd105fd5546cfe08de5d26b6a886cb4a74158b7b27b8c3,Virulent,165429,35.32451988466351,1
NC_041970,dad56adcf7f9f95c926f4ae016e77d3587e2691d1c64adddefc16a0b59e8f6f6,Temperate,80228,61.62063120107693,1
NC_011045,72070f66cd758dbb397f8fcb65a5c390f23e5efde343ff4117a99c016e1aaa1e,Virulent,38841,48.38958832161891,1
NC_005880,0752d253b82b603cacf5d9c1297a27bcf980c3efd2663452cc001eb0e881e5bc,Virulent,148317,30.38559302035505,1
NC_004740,0f84f2a0082e67703edecd228266ad632bd816d8f2137193101766602d527a43,Temperate,44082,32.77755092781634,1
NC_023557,f011e73492d3bd1e0dfee30b8fee22d1dcbcc3c9ab1604f61dfdb5a137d05f26,Virulent,271084,49.88084874061177,1
NC_002214,3d3ec835ff41548e4127f847c69673a7f5602b9b68ae1fe98a8237221436245c,Virulent,39807,38.556032858542466,1
NC_004827,02412716ccdc66da33274b7def56784d8357d8b8cec3afc975b1285a698946c4,Temperate,43033,42.45578974275556,1
AF227250,f5e7fbe24d5e5247fe28c8dade66f6db089e55de806980800a437446da2f454a,Virulent,3486,46.52897303499713,1
NC_041952,0291348e6f0fe61f70ad924e13f1d58bb467d4ddd21188a4355d957280cf68c1,Virulent,58279,49.84128073577103,1
NC_048027,209f988b1ddc294ff51132e0a8a27300fedcadba5f4cc00c5ace4397c7c997a7,Virulent,67234,50.17848112562096,1
MH450115,b6cb88cb478818b8901a7e30fd31c86c60ca903e46fe6da9996b93327443d6b5,Virulent,57822,49.934281069489124,1
NC_016161,6d2c6f3213247489ed98fe96f93576596fded9b544f9bacf15ed0597762e544d,Virulent,38013,47.60739746928682,1
MF189171,eeb533f5590b52c074b42bf89b8d818e2efda21eb64ef4a33ef1c63313a1d663,Virulent,57401,45.23266145189108,1
NC_024367,f945bb7823cea96bb74a1d8373981d491dc1a25157cba4221a6f1f0e58e7b0a8,Virulent,75028,49.2602761635656,1
NC_011357,3c62a6393d02c1f8b140328e6c2e846fd127a6cbc2b0e81a41322de1c013f74c,Temperate,62147,50.91476660176678,1
NC_007451,39b0ace774836010191756eafb432c1c50f051409eeb7028921f0d2a37179323,Virulent,14954,48.32151932593286,1
NC_005859,6512e8b0adb95decbbc9c07b5123c403d302ba054a6b1947e7ddb6cfb45eb7a8,Virulent,121750,39.26981519507187,1
KY030782,e6408bfc9c4369dcc0ab69c550c4a72536151e8f69bcb4611eebec75b3fbcbbb,Temperate,128375,34.95851996105161,1
NC_025442,dd33f518f91960511729dceba0ed16dac2e6c6b6724cfb6fa6317d66761e80a1,Virulent,59578,56.51079257444023,1
NC_016650,910c86a634ba8ac77c257f3b3c2a1eb108724ecbbd64e0c3abbba80e434fd226,Temperate,48072,62.66017640206357,1
NC_004303,1bb5c8f4a31b1476a5fd3176be053b5a11cbad12f47827fb737e9da4e5536244,Temperate,43075,38.261172373766684,1
MG962368,6719637d1ba1191a3261469e9013d1d1e8afe4ec93a26691454d63f57d4a7e2f,Virulent,59545,51.07061885968595,1
NC_021061,0825b4ab404a91c0484958cfd6ac3b55a50544271994bc981cc7c47bc0d07024,Temperate,41491,65.83837458725989,1
FJ483840,c02bf583114f3ad9f6f2b3e5fa0a5dd2e75ec0d7ae4264910e8b56bd2818578e,Virulent,4218,47.86628733997155,1
NC_004313,07d6c5fd00c064dab8fd10428c54bea5b70012aab80f326e5887b7b70fada23a,Temperate,40149,51.014969239582555,1
NC_005056,6c89b90a36b5baf5d52bb0cb4a1ad2b58a690d9c3aca7ebd11a583f49902160c,Temperate,32684,51.72255537877861,1
NC_054466,44604949daa363024e1bc53c193b67744f68f33eee9e604f20ef09c45413e3ca,Virulent,42249,55.98712395559658,1
DQ222851,9e175cbcb878ae23aeb2dad51bb0d415e9252da332b7af844ddc41d737176ea3,Temperate,36615,35.26423596886522,1
NC_007052,af67081b59e53ee09bcca31329f8746af78499cf5a2cf031628a28ca92c2c61f,Temperate,45861,33.730184688515294,1
NC_041892,c9fe34a7f65c33dae7cacb0886c019dd5080a8175c1aa70be22e24a3483ed50b,Temperate,35948,64.42361188383221,1
NC_006557,fbce9ae7b86faffaaee1698dde849e5daacba068db3868a2b0270751146c6bfe,Temperate,41092,41.74048476589117,1
NC_041938,9032d8ad94c1a026345370a9c9c1cfcaa62d4d2d38f0a046a03b478a7ed98db0,Virulent,43075,61.41613464886825,1
NC_011551,16c7f2f54284d9500c719a4b9c9ed5757c097ce019095af248ca5effbc327622,Temperate,39867,42.91017633631826,1
KY290949,124e504bcef7a727f3bf3bbee6901819f9961bbdc178de8c78be50432f328389,Temperate,47977,56.80221772932864,1
NC_009382,d5119337bfdb25299fa3dae3ad4738439a968bdeab27b4c0022fa9d263417727,Temperate,38760,65.34829721362229,1
NC_001978,6370d965840e56e5b1b9b883c28fd7a20168a100514cb5fa084170b0e7306b3b,Temperate,41491,63.618616085416114,1
NC_007054,11d117a794ff60843ed2dd0525c35c239cf9d0fe42e37312e05e3f878561c33c,Temperate,44777,33.45914197020792,1
KU160649,2664a044e510e7fbf6dd72416610185a54b937dcd1c72783c00629be7a051493,Virulent,43661,60.99493827443256,1
MH576964,9d2c643da953396ced5b2a221c011b5e02df8188d11d29c8538e9e58f1bf9c80,Virulent,131427,49.503526672601524,1
NC_028825,f714f976cee2801412c87558c019b5d36a3764de3da3805280c235386ba6b483,Virulent,87372,39.00334203177219,1
NC_004820,b91c73ad91d7516254ab673106874a730ebbb0864b51bfbebe7f84ea36c944c5,Temperate,61395,37.68873686782311,1
NC_001902,55c4b2ea7668a3ce98d3ca109ddeb192801074085ae10f2a355514bb12c5a970,Temperate,26111,46.306154494274445,1
NC_005361,0a2f0f921b518d365f8d3732868e61899375906310e9ed166de0487b2b983d6e,Temperate,17385,38.74604544147253,1
NC_007610,666ebf39ea5093b53aebec5942c0a382eb413f6b7841ca5739d307cebdf4c853,Virulent,131384,36.03939596906777,1
NC_005841,dd8c050b39015b886caae3cbc0a67953159eeee80664f287cef3537559c58d9f,Temperate,41391,47.43060085525839,1
NC_004775,b9075e41560b200157a5989b2c9488de70f67c5a53c894c553bd569f9a8c1024,Temperate,39672,50.83434160112926,1
NC_048144,94dd163d786b6297ebfb7954b70e26a1c56b2df55e3c342e66a5c0be08123b09,Virulent,38820,61.419371458011334,1
NC_009540,d3c2bf515599a1451df6af5d721eda0817d8fb0c21e31aefc41443c1dba691d4,Virulent,49902,42.67965211815158,1
NC_019528,fc555db86a41d714c036ff60ff7aead553a113911b5b0c31d85de39a918a4802,Virulent,41572,56.91811796401424,1
MT588083,0de3e7545c0ec2f216dc4f023c2b4c7f0b3c5e1b43b6d2f5431abaa01bdfb783,Virulent,43193,49.84835505753247,1
NC_001426,97a969d6d7397dcd57411b54b33532cb57a161394363d21353b6fe230da07c10,Virulent,3466,47.86497403346797,1
NC_007021,aa649c88fd1622c5e5132766a5b8cb6fa9f7d0db767e4378309ea7a297a74db0,Virulent,130706,30.261043869447462,1
MF140401,143e757ee1b0c1c14d8d66405ec1d761a3f451ada8c642068475e906509f0ac1,Virulent,56622,51.059658789869665,1
NC_005886,36c592e59d1aeae8111ab4d1e04cb2c464ed97111baca9f923f2c1565b589f55,Virulent,47399,54.4526255828182,1
MH399789,6df467e7bc574853e6db578860de9c5c56515f749559c7fc352d7ba8358d96f0,Virulent,58120,49.98107364074329,1
MT632019,7f1692f0c914c012df01fc6f06269970fb76508f651b8f023bc0baae9ac3ab65,Virulent,42506,50.01882087234743,1
NC_002643,fda6464ab30d1b01a7e12b3ba6ed3d1bf26ba3a4cc14f16986db49e26dea81b6,Virulent,4594,46.10361340879408,1
NC_028930,16ebe5d1516657dbff8796039646cd4218e3999b6affae96c038eed8fa9e0aa1,Temperate,54439,48.31462738110546,1
NC_021779,05644f951c15f632bd491156ef27d17148b5ad62194afdb2970a2129059143d4,Virulent,59746,56.55608743681585,1
NC_009542,9c8ce56247a6eb3c49a972889094bbdbe2f501551e468e13c3953764cb5f9aeb,Temperate,33985,61.74488745034574,1
NC_018454,4ef960dc342970398a37de44cf1f8f9faa4c85f5ca1ce1c3062fe014bba76110,Temperate,39974,53.5423024966228,1
NC_022749,e946d4906d8f0050b51e0d97d543bc4b67eb5959edb1bafe5cf873600c52fbd8,Temperate,39758,50.29679561346144,1
NC_005355,e318a1d97b9ae58f298e37f71051ee2f148ffba87760823607358c77c4da8a49,Temperate,40190,35.14058223438666,1
AY526908,0f7ee366510f11d644b71c78d03ba1a1fa3c1cb4e25c2c6684e824301e0f5faa,Temperate,42663,65.43843611560368,1
NC_041948,552bfd3f48f559d83354843d344d55d6f49bc0fe7d33e8abf13d27d0dd0a6f40,Virulent,58353,45.17505526708138,1
NC_003278,b6a2408e5bbded653aa255e165c39c09854c7f0e8512eaa128a3be3b12bcf4ba,Temperate,35580,62.622259696458684,1
MH834594,11964fe8970f023150926eb2ca0380bdb3ce089aa77d411498d81902c77b99f6,Virulent,15840,56.111111111111114,1
NC_029000,8180561d0c92952c4978fdce58c029972efcb3b149b1107b4233c6f065617335,Virulent,162327,41.17860861101357,1
NC_024137,400bd6a44e032e6e66fe98473d0d974a44e51ca2b45a3c5f3eee5f144ec3efc8,Virulent,152778,39.75703308067916,1
NC_029071,baffeaf4634f85806e89b3198865b3632bdde073be346d7eb86c8050302c9736,Virulent,41085,43.52196665449677,1
NC_042117,97f67d3690d02204daaf10fa9ac48801b64f81170de029deeea7a5c902e3feba,Virulent,39640,64.08425832492432,1
FAG65A,b2ab0f46fc6cf1792cc53feb4435329e238248b51094838ec4033564ddd3ea3e,Virulent,161859,31.04801092308738,1
NC_041856,fdfdc6dff74b4a9fa48571fcde0cf34c96c461ab8c3f028b99ac068a0d0aac8a,Temperate,50348,65.58552474775563,1
MF324906,d6bea988283d9094cd5caca19cdc3dd8b50743283d2fa3eabc270f1b4c8031b8,Virulent,58739,45.24762083113434,1
