acc_no,strandedness
MN693967,dsDNA
MN693968,dsDNA
MN693969,unknown
MN693970,unknown
MN693971,dsDNA
MN693972,unknown
MN693973,unknown
MN693974,dsDNA
MN693975,unknown
MN693976,unknown
MN693977,dsDNA
MN693978,unknown
MN693979,unknown
MN693980,unknown
MN693981,unknown
MN693982,dsDNA
MN693983,dsDNA
MN693984,dsDNA
MN693985,dsDNA
MN693986,dsDNA
MN693987,unknown
MN693988,unknown
MN693989,unknown
MN693990,unknown
MN693991,dsDNA
MN693992,unknown
MN693993,dsDNA
MN693994,dsDNA
MN693995,dsDNA
MN693996,unknown
MN693997,dsDNA
MN693998,unknown
MN693999,unknown
MN694000,unknown
MN694001,dsDNA
MN694002,unknown
MN694003,dsDNA
MN694004,unknown
MN694005,dsDNA
MN694006,unknown
MN694007,unknown
MN694008,dsDNA
MN694009,unknown
MN694010,unknown
MN694011,unknown
MN694012,unknown
MN694013,unknown
MN694014,unknown
MN694015,dsDNA
MN694016,unknown
MN694017,unknown
MN694018,unknown
MN694019,unknown
MN694020,dsDNA
MN694021,unknown
MN694022,dsDNA
MN694023,unknown
MN694024,unknown
MN694025,unknown
MN694026,unknown
MN694027,unknown
MN694028,dsDNA
MN694029,unknown
MN694030,dsDNA
MN694031,unknown
MN694032,dsDNA
MN694033,unknown
MN694034,unknown
MN694035,dsDNA
MN694036,dsDNA
MN694037,unknown
MN694038,dsDNA
MN694039,dsDNA
MN694040,unknown
MN694041,unknown
MN694042,dsDNA
MN694043,unknown
MN694044,unknown
MN694045,unknown
MN694046,unknown
MN694047,unknown
MN694048,unknown
MN694049,unknown
MN694050,unknown
MN694051,unknown
MN694052,dsDNA
MN694053,dsDNA
MN694054,unknown
MN694055,unknown
MN694056,unknown
MN694057,dsDNA
MN694058,unknown
MN694059,unknown
MN694060,dsDNA
MN694061,dsDNA
MN694062,unknown
MN694063,dsDNA
MN694064,unknown
MN694065,dsDNA
MN694066,unknown
MN694067,dsDNA
MN694068,unknown
MN694069,dsDNA
MN694070,unknown
MN694071,unknown
MN694072,unknown
MN694073,dsDNA
MN694074,unknown
MN694075,unknown
MN694076,unknown
MN694077,unknown
MN694078,unknown
MN694079,dsDNA
MN694080,unknown
MN694081,unknown
MN694082,dsDNA
MN694083,dsDNA
MN694084,unknown
MN694085,unknown
MN694086,dsDNA
MN694087,unknown
MN694088,unknown
MN694089,dsDNA
MN694090,unknown
MN694091,unknown
MN694092,dsDNA
MN694093,unknown
MN694094,unknown
MN694095,unknown
MN694096,unknown
MN694097,unknown
MN694098,dsDNA
MN694099,unknown
MN694100,unknown
MN694101,unknown
MN694102,dsDNA
MN694103,unknown
MN694104,unknown
MN694105,unknown
MN694106,dsDNA
MN694107,unknown
MN694108,unknown
MN694109,unknown
MN694110,unknown
MN694111,unknown
MN694112,dsDNA
MN694113,unknown
MN694114,dsDNA
MN694115,dsDNA
MN694116,dsDNA
MN694117,dsDNA
MN694118,unknown
MN694119,unknown
MN694120,unknown
MN694121,unknown
MN694122,unknown
MN694123,unknown
MN694124,dsDNA
MN694125,dsDNA
MN694126,unknown
MN694127,unknown
MN694128,dsDNA
MN694129,unknown
MN694130,unknown
MN694131,unknown
MN694132,unknown
MN694133,unknown
MN694134,unknown
MN694135,dsDNA
MN694136,unknown
MN694137,unknown
MN694138,dsDNA
MN694139,unknown
MN694140,dsDNA
MN694141,dsDNA
MN694142,unknown
MN694143,unknown
MN694144,unknown
MN694145,unknown
MN694146,dsDNA
MN694147,unknown
MN694148,unknown
MN694149,unknown
MN694150,dsDNA
MN694151,unknown
MN694152,unknown
MN694153,dsDNA
MN694154,dsDNA
MN694155,dsDNA
MN694156,dsDNA
MN694157,unknown
MN694158,unknown
MN694159,dsDNA
MN694160,dsDNA
MN694161,unknown
MN694162,dsDNA
MN694163,dsDNA
MN694164,dsDNA
MN694165,unknown
MN694166,dsDNA
MN694167,dsDNA
MN694168,unknown
MN694169,unknown
MN694170,unknown
MN694171,unknown
MN694172,unknown
MN694173,unknown
MN694174,unknown
MN694175,unknown
MN694176,unknown
MN694177,unknown
MN694178,unknown
MN694179,unknown
MN694180,unknown
MN694181,unknown
MN694182,unknown
MN694183,unknown
MN694184,dsDNA
MN694185,unknown
MN694186,unknown
MN694187,dsDNA
MN694188,unknown
MN694189,unknown
MN694190,unknown
MN694191,dsDNA
MN694192,unknown
MN694193,dsDNA
MN694194,unknown
MN694195,unknown
MN694196,dsDNA
MN694197,unknown
MN694198,unknown
MN694199,dsDNA
MN694200,dsDNA
MN694201,unknown
MN694202,unknown
MN694203,unknown
MN694204,unknown
MN694205,dsDNA
MN694206,dsDNA
MN694207,unknown
MN694208,unknown
MN694209,unknown
MN694210,unknown
MN694211,dsDNA
MN694212,unknown
MN694213,unknown
MN694214,dsDNA
MN694215,unknown
MN694216,unknown
MN694217,dsDNA
MN694218,unknown
MN694219,unknown
MN694220,unknown
MN694221,dsDNA
MN694222,unknown
MN694223,dsDNA
MN694224,unknown
MN694225,unknown
MN694226,unknown
MN694227,unknown
MN694228,unknown
MN694229,dsDNA
MN694230,dsDNA
MN694231,unknown
MN694232,unknown
MN694233,dsDNA
MN694234,unknown
MN694235,unknown
MN694236,dsDNA
MN694237,unknown
MN694238,unknown
MN694239,unknown
MN694240,unknown
MN694241,unknown
MN694242,unknown
MN694243,unknown
MN694244,unknown
MN694245,unknown
MN694246,dsDNA
MN694247,unknown
MN694248,unknown
MN694249,unknown
MN694250,unknown
MN694251,unknown
MN694252,unknown
MN694253,unknown
MN694254,unknown
MN694255,unknown
MN694256,dsDNA
MN694257,unknown
MN694258,dsDNA
MN694259,dsDNA
MN694260,unknown
MN694261,dsDNA
MN694262,dsDNA
MN694263,unknown
MN694264,dsDNA
MN694265,dsDNA
MN694266,unknown
MN694267,unknown
MN694268,dsDNA
MN694269,unknown
MN694270,unknown
MN694271,unknown
MN694272,unknown
MN694273,unknown
MN694274,dsDNA
MN694275,unknown
MN694276,dsDNA
MN694277,unknown
MN694278,unknown
MN694279,unknown
MN694280,unknown
MN694281,unknown
MN694282,dsDNA
MN694283,dsDNA
MN694284,dsDNA
MN694285,unknown
MN694286,unknown
MN694287,dsDNA
MN694288,dsDNA
MN694289,unknown
MN694290,dsDNA
MN694291,dsDNA
MN694292,dsDNA
MN694293,unknown
MN694294,unknown
MN694295,unknown
MN694296,unknown
MN694297,unknown
MN694298,unknown
MN694299,unknown
MN694300,unknown
MN694301,unknown
MN694302,dsDNA
MN694303,unknown
MN694304,unknown
MN694305,dsDNA
MN694306,dsDNA
MN694307,dsDNA
MN694308,dsDNA
MN694309,dsDNA
MN694310,unknown
MN694311,unknown
MN694312,dsDNA
MN694313,unknown
MN694314,unknown
MN694315,unknown
MN694316,dsDNA
MN694317,unknown
MN694318,unknown
MN694319,dsDNA
MN694320,unknown
MN694321,dsDNA
MN694322,unknown
MN694323,unknown
MN694324,dsDNA
MN694325,unknown
MN694326,dsDNA
MN694327,dsDNA
MN694328,unknown
MN694329,dsDNA
MN694330,unknown
MN694331,unknown
MN694332,unknown
MN694333,dsDNA
MN694334,unknown
MN694335,dsDNA
MN694336,unknown
MN694337,dsDNA
MN694338,unknown
MN694339,unknown
MN694340,unknown
MN694341,dsDNA
MN694342,dsDNA
MN694343,dsDNA
MN694344,unknown
MN694345,unknown
MN694346,unknown
MN694347,unknown
MN694348,unknown
MN694349,unknown
MN694350,dsDNA
MN694351,unknown
MN694352,unknown
MN694353,dsDNA
MN694354,dsDNA
MN694355,unknown
MN694356,unknown
MN694357,unknown
MN694358,dsDNA
MN694359,unknown
MN694360,unknown
MN694361,unknown
MN694362,dsDNA
MN694363,dsDNA
MN694364,unknown
MN694365,unknown
MN694366,dsDNA
MN694367,unknown
MN694368,unknown
MN694369,unknown
MN694370,unknown
MN694371,unknown
MN694372,unknown
MN694373,dsDNA
MN694374,unknown
MN694375,unknown
MN694376,unknown
MN694377,unknown
MN694378,unknown
MN694379,dsDNA
MN694380,dsDNA
MN694381,dsDNA
MN694382,unknown
MN694383,unknown
MN694384,dsDNA
MN694385,unknown
MN694386,unknown
MN694387,dsDNA
MN694388,dsDNA
MN694389,unknown
MN694390,unknown
MN694391,dsDNA
MN694392,dsDNA
MN694393,dsDNA
MN694394,dsDNA
MN694395,unknown
MN694396,dsDNA
MN694397,unknown
MN694398,unknown
MN694399,dsDNA
MN694400,dsDNA
MN694401,unknown
MN694402,unknown
MN694403,dsDNA
MN694404,unknown
MN694405,dsDNA
MN694406,unknown
MN694407,dsDNA
MN694408,dsDNA
MN694409,dsDNA
MN694410,unknown
MN694411,unknown
MN694412,unknown
MN694413,unknown
MN694414,unknown
MN694415,unknown
MN694416,unknown
MN694417,unknown
MN694418,unknown
MN694419,dsDNA
MN694420,unknown
MN694421,unknown
MN694422,dsDNA
MN694423,dsDNA
MN694424,dsDNA
MN694425,dsDNA
MN694426,unknown
MN694427,dsDNA
MN694428,unknown
MN694429,dsDNA
MN694430,unknown
MN694431,unknown
MN694432,dsDNA
MN694433,unknown
MN694434,unknown
MN694435,unknown
MN694436,dsDNA
MN694437,unknown
MN694438,dsDNA
MN694439,dsDNA
MN694440,unknown
MN694441,unknown
MN694442,dsDNA
MN694443,unknown
MN694444,unknown
MN694445,dsDNA
MN694446,unknown
MN694447,dsDNA
MN694448,unknown
MN694449,dsDNA
MN694450,dsDNA
MN694451,dsDNA
MN694452,unknown
MN694453,unknown
MN694454,unknown
MN694455,unknown
MN694456,unknown
MN694457,dsDNA
MN694458,unknown
MN694459,unknown
MN694460,unknown
MN694461,unknown
MN694462,unknown
MN694463,unknown
MN694464,unknown
MN694465,dsDNA
MN694466,unknown
MN694467,dsDNA
MN694468,unknown
MN694469,unknown
MN694470,dsDNA
MN694471,dsDNA
MN694472,dsDNA
MN694473,unknown
MN694474,unknown
MN694475,unknown
MN694476,unknown
MN694477,dsDNA
MN694478,unknown
MN694479,dsDNA
MN694480,unknown
MN694481,unknown
MN694482,unknown
MN694483,dsDNA
MN694484,dsDNA
MN694485,dsDNA
MN694486,dsDNA
MN694487,dsDNA
MN694488,unknown
MN694489,unknown
MN694490,dsDNA
MN694491,dsDNA
MN694492,unknown
MN694493,unknown
MN694494,unknown
MN694495,dsDNA
MN694496,unknown
MN694497,unknown
MN694498,dsDNA
MN694499,dsDNA
MN694500,dsDNA
MN694501,dsDNA
MN694502,unknown
MN694503,dsDNA
MN694504,dsDNA
MN694505,unknown
MN694506,unknown
MN694507,unknown
MN694508,unknown
MN694509,unknown
MN694510,dsDNA
MN694511,dsDNA
MN694512,unknown
MN694513,dsDNA
MN694514,dsDNA
MN694515,unknown
MN694516,dsDNA
MN694517,unknown
MN694518,unknown
MN694519,dsDNA
MN694520,unknown
MN694521,dsDNA
MN694522,unknown
MN694523,unknown
MN694524,unknown
MN694525,unknown
MN694526,unknown
MN694527,unknown
MN694528,unknown
MN694529,unknown
MN694530,unknown
MN694531,unknown
MN694532,unknown
MN694533,unknown
MN694534,dsDNA
MN694535,dsDNA
MN694536,unknown
MN694537,unknown
MN694538,dsDNA
MN694539,unknown
MN694540,dsDNA
MN694541,dsDNA
MN694542,dsDNA
MN694543,dsDNA
MN694544,unknown
MN694545,dsDNA
MN694546,unknown
MN694547,dsDNA
MN694548,unknown
MN694549,unknown
MN694550,dsDNA
MN694551,unknown
MN694552,unknown
MN694553,unknown
MN694554,unknown
MN694555,dsDNA
MN694556,unknown
MN694557,unknown
MN694558,dsDNA
MN694559,unknown
MN694560,unknown
MN694561,dsDNA
MN694562,unknown
MN694563,unknown
MN694564,dsDNA
MN694565,unknown
MN694566,dsDNA
MN694567,unknown
MN694568,dsDNA
MN694569,dsDNA
MN694570,dsDNA
MN694571,dsDNA
MN694572,unknown
MN694573,unknown
MN694574,unknown
MN694575,dsDNA
MN694576,unknown
MN694577,unknown
MN694578,dsDNA
MN694579,dsDNA
MN694580,unknown
MN694581,dsDNA
MN694582,unknown
MN694583,dsDNA
MN694584,dsDNA
MN694585,dsDNA
MN694586,unknown
MN694587,unknown
MN694588,dsDNA
MN694589,dsDNA
MN694590,unknown
MN694591,unknown
MN694592,unknown
MN694593,unknown
MN694594,unknown
MN694595,unknown
MN694596,unknown
MN694597,unknown
MN694598,dsDNA
MN694599,unknown
MN694600,unknown
MN694601,dsDNA
MN694602,unknown
MN694603,unknown
MN694604,unknown
MN694605,unknown
MN694606,dsDNA
MN694607,unknown
MN694608,dsDNA
MN694609,dsDNA
MN694610,unknown
MN694611,dsDNA
MN694612,dsDNA
MN694613,dsDNA
MN694614,dsDNA
MN694615,unknown
MN694616,unknown
MN694617,unknown
MN694618,dsDNA
MN694619,unknown
MN694620,unknown
MN694621,unknown
MN694622,dsDNA
MN694623,unknown
MN694624,dsDNA
MN694625,unknown
MN694626,dsDNA
MN694627,unknown
MN694628,dsDNA
MN694629,unknown
MN694630,unknown
MN694631,dsDNA
MN694632,unknown
MN694633,unknown
MN694634,unknown
MN694635,unknown
MN694636,unknown
MN694637,unknown
MN694638,unknown
MN694639,dsDNA
MN694640,dsDNA
MN694641,dsDNA
MN694642,dsDNA
MN694643,unknown
MN694644,unknown
MN694645,unknown
MN694646,unknown
MN694647,dsDNA
MN694648,dsDNA
MN694649,unknown
MN694650,unknown
MN694651,unknown
MN694652,dsDNA
MN694653,dsDNA
MN694654,unknown
MN694655,unknown
MN694656,unknown
MN694657,unknown
MN694658,dsDNA
MN694659,unknown
MN694660,unknown
MN694661,unknown
MN694662,dsDNA
MN694663,dsDNA
MN694664,dsDNA
MN694665,dsDNA
MN694666,unknown
MN694667,unknown
MN694668,unknown
MN694669,unknown
MN694670,dsDNA
MN694671,unknown
MN694672,unknown
MN694673,unknown
MN694674,unknown
MN694675,dsDNA
MN694676,dsDNA
MN694677,dsDNA
MN694678,unknown
MN694679,dsDNA
MN694680,unknown
MN694681,unknown
MN694682,dsDNA
MN694683,unknown
MN694684,dsDNA
MN694685,unknown
MN694686,unknown
MN694687,unknown
MN694688,unknown
MN694689,dsDNA
MN694690,unknown
MN694691,unknown
MN694692,unknown
MN694693,dsDNA
MN694694,dsDNA
MN694695,dsDNA
MN694696,unknown
MN694697,dsDNA
MN694698,dsDNA
MN694699,dsDNA
MN694700,dsDNA
MN694701,unknown
MN694702,dsDNA
MN694703,dsDNA
MN694704,dsDNA
MN694705,unknown
MN694706,unknown
MN694707,dsDNA
MN694708,dsDNA
MN694709,dsDNA
MN694710,unknown
MN694711,unknown
MN694712,unknown
MN694713,unknown
MN694714,unknown
MN694715,dsDNA
MN694716,unknown
MN694717,unknown
MN694718,unknown
MN694719,unknown
MN694720,dsDNA
MN694721,unknown
MN694722,dsDNA
MN694723,unknown
MN694724,unknown
MN694725,unknown
MN694726,dsDNA
MN694727,unknown
MN694728,unknown
MN694729,dsDNA
MN694730,unknown
MN694731,unknown
MN694732,unknown
MN694733,unknown
MN694734,unknown
MN694735,unknown
MN694736,dsDNA
MN694737,dsDNA
MN694738,unknown
MN694739,dsDNA
MN694740,unknown
MN694741,unknown
MN694742,unknown
MN694743,unknown
MN694744,unknown
MN694745,dsDNA
MN694746,unknown
MN694747,dsDNA
MN694748,dsDNA
MN694749,dsDNA
MN694750,unknown
MN694751,unknown
MN694752,dsDNA
MN694753,unknown
MN694754,dsDNA
MN694755,unknown
MN694756,dsDNA
MN694757,unknown
MN694758,unknown
MN694759,dsDNA
MN694760,dsDNA
MN694761,dsDNA
MN694762,dsDNA
MN694763,dsDNA
MN694764,dsDNA
MN694765,unknown
MN694766,unknown
MN694767,dsDNA
MN694768,dsDNA
MN694769,dsDNA
MN694770,dsDNA
MN694771,unknown
MN694772,dsDNA
MN694773,unknown
MN694774,unknown
MN694775,dsDNA
MN694776,unknown
MN694777,unknown
MN694778,unknown
MN694779,dsDNA
MN694780,dsDNA
MN694781,unknown
MN694782,unknown
MN694783,unknown
MN694784,unknown
MN694785,dsDNA
MN694786,unknown
MN694787,unknown
MN694788,unknown
MN694789,unknown
MN694790,unknown
MN694791,unknown
MN694792,unknown
MN694793,dsDNA
MN694794,dsDNA
MN694795,dsDNA
MN694796,unknown
MN694797,unknown
MN694798,unknown
MN694799,dsDNA
MN694800,unknown
MN694801,dsDNA
MN694802,dsDNA
MN694803,unknown
MN694804,unknown
MN694805,dsDNA
MN694806,unknown
MN694807,dsDNA
MN694808,unknown
MN694809,unknown
MN694810,unknown
MN694811,unknown
MN694812,unknown
MN694813,unknown
MN695334,dsDNA
MN695335,dsDNA
MN698239,dsDNA
MN698240,dsDNA
MN698241,dsDNA
MN698242,dsDNA
MN698243,dsDNA
MN698244,dsDNA
MN698245,dsDNA
MN698246,dsDNA
MN698247,dsDNA
MN698248,dsDNA
MN703405,dsDNA
MN703406,dsDNA
MN703407,dsDNA
MN703409,dsDNA
MN703410,dsDNA
MN703412,dsDNA
MN703413,dsDNA
MN703414,dsDNA
MN703415,dsDNA
MN709127,dsDNA
MN710383,ssDNA(+)
MN715150,dsDNA
MN715356,dsDNA
MN716856,dsDNA
MN718463,dsDNA
MN719123,ssDNA(+)
MN722429,dsDNA
MN727882,dsDNA
MN728683,dsDNA
MN728684,dsDNA
MN729595,dsDNA
MN729596,dsDNA
MN729597,dsDNA
MN729598,dsDNA
MN729599,dsDNA
MN729600,dsDNA
MN732896,unknown
MN734436,dsDNA
MN734437,dsDNA
MN734438,dsDNA
MN734439,dsDNA
MN735429,dsDNA
MN735430,dsDNA
MN735432,dsDNA
MN735433,dsDNA
MN735435,dsDNA
MN737622,dsDNA
MN746332,dsDNA
MN781108,dsDNA
MN781580,dsDNA
MN781674,dsDNA
MN788369,dsDNA
MN794000,dsDNA
MN794001,dsDNA
MN794002,dsDNA
MN794003,dsDNA
MN794232,dsDNA
MN794238,dsDNA
MN807240,dsDNA
MN807246,dsDNA
MN807247,dsDNA
MN807248,dsDNA
MN807250,dsDNA
MN807295,dsDNA
MN812204,dsDNA
MN812209,dsDNA
MN812210,dsDNA
MN812213,dsDNA
MN812214,dsDNA
MN812215,dsDNA
MN812216,dsDNA
MN812217,dsDNA
MN812218,dsDNA
MN812220,dsDNA
MN812221,dsDNA
MN812222,dsDNA
MN812223,dsDNA
MN812225,dsDNA
MN812226,dsDNA
MN812228,dsDNA
MN812230,dsDNA
MN812232,dsDNA
MN812233,dsDNA
MN812235,dsDNA
MN812236,dsDNA
MN812237,dsDNA
MN812241,dsDNA
MN812722,dsDNA
MN813048,dsDNA
MN813049,dsDNA
MN813050,dsDNA
MN813051,dsDNA
MN813052,dsDNA
MN813053,dsDNA
MN813675,dsDNA
MN813676,dsDNA
MN813677,dsDNA
MN813678,dsDNA
MN813679,dsDNA
MN813680,dsDNA
MN813681,dsDNA
MN813682,dsDNA
MN813683,dsDNA
MN813684,dsDNA
MN813685,dsDNA
MN813687,dsDNA
MN813688,dsDNA
MN813689,dsDNA
MN813690,dsDNA
MN813691,dsDNA
MN813692,dsDNA
MN813694,dsDNA
MN813695,dsDNA
MN813698,dsDNA
MN813699,dsDNA
MN820898,dsDNA
MN830252,dsDNA
MN830253,dsDNA
MN830254,dsDNA
MN830255,dsDNA
MN830256,dsDNA
MN830257,dsDNA
MN830258,dsDNA
MN830259,dsDNA
MN840485,dsDNA
MN840487,dsDNA
MN844877,dsDNA
MN850564,dsDNA
MN850566,dsDNA
MN850568,dsDNA
MN850570,dsDNA
MN850574,dsDNA
MN850575,dsDNA
MN850576,dsDNA
MN850577,dsDNA
MN850578,dsDNA
MN850579,dsDNA
MN850580,dsDNA
MN850581,dsDNA
MN850582,dsDNA
MN850583,dsDNA
MN850584,dsDNA
MN850585,dsDNA
MN850586,dsDNA
MN850587,dsDNA
MN850588,dsDNA
MN850589,dsDNA
MN850590,dsDNA
MN850592,dsDNA
MN850593,dsDNA
MN850595,dsDNA
MN850597,dsDNA
MN850599,ssDNA(+)
MN850601,dsDNA
MN850603,dsDNA
MN850604,dsDNA
MN850605,dsDNA
MN850606,dsDNA
MN850608,dsDNA
MN850609,dsDNA
MN850610,dsDNA
MN850611,dsDNA
MN850612,dsDNA
MN850614,dsDNA
MN850615,dsDNA
MN850616,dsDNA
MN850617,dsDNA
MN850619,dsDNA
MN850621,dsDNA
MN850622,dsDNA
MN850623,dsDNA
MN850624,dsDNA
MN850625,dsDNA
MN850626,dsDNA
MN850627,dsDNA
MN850628,dsDNA
MN850629,dsDNA
MN850630,dsDNA
MN850631,dsDNA
MN850633,dsDNA
MN850634,dsDNA
MN850635,dsDNA
MN850636,dsDNA
MN850637,dsDNA
MN850639,dsDNA
MN850642,dsDNA
MN850643,dsDNA
MN850644,dsDNA
MN850645,dsDNA
MN850646,dsDNA
MN850647,dsDNA
MN850649,dsDNA
MN850650,dsDNA
MN850651,dsDNA
MN850656,dsDNA
MN854830,dsDNA
MN855585,dsDNA
MN855586,unknown
MN855587,dsDNA
MN855588,unknown
MN855589,unknown
MN855590,dsDNA
MN855591,unknown
MN855592,unknown
MN855593,dsDNA
MN855594,dsDNA
MN855595,unknown
MN855596,dsDNA
MN855597,unknown
MN855598,unknown
MN855599,dsDNA
MN855600,unknown
MN855601,dsDNA
MN855602,dsDNA
MN855603,unknown
MN855604,dsDNA
MN855605,dsDNA
MN855606,dsDNA
MN855607,dsDNA
MN855608,unknown
MN855609,dsDNA
MN855610,unknown
MN855611,unknown
MN855612,unknown
MN855613,dsDNA
MN855614,dsDNA
MN855615,dsDNA
MN855616,unknown
MN855617,dsDNA
MN855618,unknown
MN855619,dsDNA
MN855620,dsDNA
MN855621,dsDNA
MN855622,dsDNA
MN855623,dsDNA
MN855624,dsDNA
MN855625,unknown
MN855626,dsDNA
MN855627,dsDNA
MN855628,dsDNA
MN855629,dsDNA
MN855630,unknown
MN855631,dsDNA
MN855632,unknown
MN855633,dsDNA
MN855634,dsDNA
MN855635,unknown
MN855636,unknown
MN855637,unknown
MN855638,unknown
MN855639,unknown
MN855640,unknown
MN855641,unknown
MN855642,unknown
MN855643,unknown
MN855644,dsDNA
MN855645,dsDNA
MN855646,unknown
MN855647,unknown
MN855648,dsDNA
MN855649,dsDNA
MN855650,unknown
MN855651,dsDNA
MN855652,unknown
MN855653,unknown
MN855654,dsDNA
MN855655,dsDNA
MN855656,unknown
MN855657,unknown
MN855658,unknown
MN855659,unknown
MN855660,unknown
MN855661,unknown
MN855662,unknown
MN855663,unknown
MN855664,unknown
MN855665,unknown
MN855666,dsDNA
MN855667,unknown
MN855668,unknown
MN855669,dsDNA
MN855670,dsDNA
MN855671,unknown
MN855672,unknown
MN855673,unknown
MN855674,unknown
MN855675,dsDNA
MN855676,unknown
MN855677,unknown
MN855678,unknown
MN855679,unknown
MN855680,dsDNA
MN855681,unknown
MN855682,unknown
MN855683,dsDNA
MN855684,unknown
MN855685,unknown
MN855686,dsDNA
MN855687,unknown
MN855688,unknown
MN855689,dsDNA
MN855690,dsDNA
MN855691,unknown
MN855692,dsDNA
MN855693,unknown
MN855694,unknown
MN855695,dsDNA
MN855696,unknown
MN855697,unknown
MN855698,dsDNA
MN855699,unknown
MN855700,dsDNA
MN855701,unknown
MN855702,unknown
MN855703,unknown
MN855704,unknown
MN855705,unknown
MN855706,unknown
MN855707,unknown
MN855708,unknown
MN855709,unknown
MN855710,unknown
MN855711,unknown
MN855712,unknown
MN855713,unknown
MN855714,unknown
MN855715,dsDNA
MN855716,dsDNA
MN855717,unknown
MN855718,unknown
MN855719,unknown
MN855720,dsDNA
MN855721,dsDNA
MN855722,unknown
MN855723,unknown
MN855724,unknown
MN855725,dsDNA
MN855726,unknown
MN855727,dsDNA
MN855728,dsDNA
MN855729,dsDNA
MN855730,unknown
MN855731,dsDNA
MN855732,unknown
MN855733,dsDNA
MN855734,dsDNA
MN855735,unknown
MN855736,unknown
MN855737,unknown
MN855738,unknown
MN855739,unknown
MN855740,unknown
MN855741,dsDNA
MN855742,dsDNA
MN855743,unknown
MN855744,dsDNA
MN855745,unknown
MN855746,dsDNA
MN855747,dsDNA
MN855748,unknown
MN855749,dsDNA
MN855750,unknown
MN855751,dsDNA
MN855752,dsDNA
MN855753,unknown
MN855754,unknown
MN855755,unknown
MN855756,unknown
MN855757,unknown
MN855758,unknown
MN855759,dsDNA
MN855760,unknown
MN855761,unknown
MN855762,unknown
MN855763,dsDNA
MN855765,dsDNA
MN855766,unknown
MN855767,unknown
MN855768,dsDNA
MN855769,dsDNA
MN855770,dsDNA
MN855771,dsDNA
MN855772,dsDNA
MN855773,dsDNA
MN855775,dsDNA
MN855776,dsDNA
MN855777,unknown
MN855778,dsDNA
MN855779,dsDNA
MN855780,dsDNA
MN855781,unknown
MN855782,unknown
MN855783,dsDNA
MN855784,unknown
MN855786,unknown
MN855787,unknown
MN855788,dsDNA
MN855790,unknown
MN855791,unknown
MN855792,dsDNA
MN855793,unknown
MN855795,unknown
MN855796,dsDNA
MN855797,dsDNA
MN855798,unknown
MN855799,unknown
MN855800,unknown
MN855801,unknown
MN855802,unknown
MN855804,unknown
MN855805,unknown
MN855806,dsDNA
MN855808,dsDNA
MN855809,dsDNA
MN855810,dsDNA
MN855812,unknown
MN855813,unknown
MN855814,dsDNA
MN855816,dsDNA
MN855817,unknown
MN855818,dsDNA
MN855819,unknown
MN855820,unknown
MN855821,unknown
MN855822,dsDNA
MN855823,dsDNA
MN855824,unknown
MN855825,unknown
MN855826,dsDNA
MN855827,unknown
MN855828,unknown
MN855829,unknown
MN855830,unknown
MN855831,unknown
MN855832,unknown
MN855833,unknown
MN855834,unknown
MN855835,unknown
MN855836,unknown
MN855837,unknown
MN855838,unknown
MN855839,unknown
MN855840,unknown
MN855842,dsDNA
MN855843,dsDNA
MN855845,dsDNA
MN855846,unknown
MN855847,dsDNA
MN855848,unknown
MN855849,dsDNA
MN855850,dsDNA
MN855851,unknown
MN855852,unknown
MN855854,dsDNA
MN855855,unknown
MN855856,unknown
MN855857,dsDNA
MN855858,unknown
MN855859,unknown
MN855860,unknown
MN855861,unknown
MN855862,dsDNA
MN855863,unknown
MN855864,unknown
MN855865,dsDNA
MN855866,unknown
MN855867,unknown
MN855868,unknown
MN855869,dsDNA
MN855870,unknown
MN855871,unknown
MN855872,dsDNA
MN855873,dsDNA
MN855874,dsDNA
MN855875,unknown
MN855876,dsDNA
MN855877,unknown
MN855878,unknown
MN855879,dsDNA
MN855880,dsDNA
MN855882,unknown
MN855883,dsDNA
MN855884,dsDNA
MN855885,dsDNA
MN855887,dsDNA
MN855888,unknown
MN855889,unknown
MN855890,unknown
MN855892,ssDNA(+)
MN855893,ssDNA(+)
MN855894,unknown
MN855895,unknown
MN855896,unknown
MN855897,ssDNA(+)
MN855898,unknown
MN855899,unknown
MN855900,dsDNA
MN855901,dsDNA
MN855902,dsDNA
MN855904,unknown
MN855905,dsDNA
MN855906,unknown
MN855907,unknown
MN855908,unknown
MN855909,unknown
MN855910,unknown
MN855911,dsDNA
MN855912,dsDNA
MN855913,unknown
MN855915,unknown
MN855916,dsDNA
MN855917,unknown
MN855918,dsDNA
MN855919,unknown
MN855921,unknown
MN855922,unknown
MN855923,unknown
MN855924,unknown
MN855925,dsDNA
MN855926,unknown
MN855927,unknown
MN855928,unknown
MN855929,unknown
MN855931,unknown
MN855933,dsDNA
MN855934,unknown
MN855935,unknown
MN855936,unknown
MN855937,unknown
MN855939,dsDNA
MN855940,dsDNA
MN855941,unknown
MN855942,unknown
MN855943,unknown
MN855944,unknown
MN855945,dsDNA
MN855946,unknown
MN855947,unknown
MN855948,unknown
MN855949,unknown
MN855950,dsDNA
MN855951,dsDNA
MN855952,dsDNA
MN855953,unknown
MN855954,dsDNA
MN855955,unknown
MN855956,dsDNA
MN855958,unknown
MN855959,dsDNA
MN855960,dsDNA
MN855961,unknown
MN855962,unknown
MN855963,dsDNA
MN855964,dsDNA
MN855965,dsDNA
MN855966,unknown
