acc_no,hash,lifecycle,length,gc,train_testdf_train_onhold
MH572417,4a61ed3b75e144100c667885c8c66b0376d416796bcca4391e1facd1b8681bf0,Non-chronic,4270,43.77049180327869,0
MK496686,2e94b113e417df38c345ccf147c4efb8e0b20099f2cce5a3f9692451821d9753,Non-chronic,6209,40.03865356740216,0
MK496760,832cbece76f8bbd4b536cbd42e8d9cbc46ebd12709c8fcdb8d70e194e2d07cea,Non-chronic,6415,35.261106780982075,0
,ed0d3894c5b9f48b1028db268419980c90a5f0184963334345ccb2749f368b43,Chronic,7831,22.43647043800281,0
MK496742,e7d3e7f196df52aad6d3d26725f0052e0e942efbdadb6827b34c00827aa0bc26,Non-chronic,4852,45.89859851607584,0
HM753675,88db6271d8b10514a4cb0060635f0da4e18def34f85526c246735394b793a43b,Non-chronic,5386,44.70850352766431,0
JF719729,5546f27569e70ea707f99b7954334145b71d0ba16b09416348b02b46d189d789,Non-chronic,5577,45.18558364712211,0
,1dbb890060388263a039a49fffb8ac6953455c12abeda80fe7044558d97462f3,Chronic,4738,30.097087378640776,0
MK448347,aab3f775ee4dfbfd6bae15ecb71595a4ea4a8822126ef95e25d4ed047c0d724d,Non-chronic,12900,36.263565891472865,0
LT960607,081fc977c3c7ee4c7726a11927116f58901a0d953f810f1a7787bc91074941ed,Non-chronic,5538,46.009389671361504,0
MK448449,2052ef36a54101cb334a9539b79fe1ebf18958238d5b263e3edbb0d6f778103d,Non-chronic,9340,35.18201284796574,0
MK448456,e2c5ab8f489dca5b2066ae363e55cb7605586cf2251ac338db9fcf3d776ead38,Non-chronic,12167,38.38251006821731,0
MG214764,cb7978d07597a82b17d8821f7b40cf3ff2a2c7187aa4b7913c9a96e25804b294,Non-chronic,4360,59.31192660550459,0
MK496781,515c8c7b27c73100a6a33d574ea8739b342cedd4c987fe8b5a8a302c5b6b2af5,Non-chronic,5518,47.64407393983327,0
DQ079884,9a51233032753d57e4ebc831f865a6feac3f1087c5b43650fe89c7cc9facb8ed,Non-chronic,5386,44.8384701076866,0
MN311492,5dc036355ffb17ebb9365dea351240f42dd5e0c677570fea2ac13f75285150f8,Non-chronic,4281,38.19201121233357,0
NC_049933,d05724e0943369b2347d166d27863faa27883548b039b0ddfd3a942adf0f0938,Non-chronic,18136,32.63674459638288,0
MH572377,cc032b004670e3ef838b67862ba89b4c9a5a469f85ee96305c056df5ca6df9e4,Non-chronic,4035,37.74473358116481,0
HM753676,37b97d2ba9a2641d6933760cb4ce6d2d5bb9d7ad16958b0a0c45005e4cd69734,Non-chronic,5386,44.76420349053101,0
NC_009875,254630c620798a9e4459fd286875a6de764de9c7c20e6307782a6b7da93fcf5a,Non-chronic,17938,28.94414092986955,0
MK448536,67040e8fb5984e56835261cf8e802222b1f0d1ee2d7b5ff8e02599e67452899f,Non-chronic,11341,36.86623754519002,0
MH572409,d88cc576eb404954d4820be2bd6eac06a84f9c4673b2002587d7a077eec895dc,Non-chronic,4124,53.66149369544132,0
MH572362,a73fabfba9a3e2a36db4b4c6bd535568029b93c1656b0b9851d7f64d81598f80,Non-chronic,4215,51.15065243179122,0
DQ085810,92421014e72e419e148a28746afc85f0c6235686ca5046fef57ce924d740f731,Non-chronic,6089,45.17983248480867,0
HM753683,ba13dedefdc293bb331a8ae7279eeb17c8a1c00aa79ca3b893675a3f3f2f28e2,Non-chronic,5387,44.774457026174126,0
MK496789,4e9e62b581d4e455768a816672d7cbf84f7107005014d264cfbf0f5db6e14019,Non-chronic,5271,36.69132991842155,0
KT264834,22aa7956a52ce3071bd0d39475696661834be46798649ad85c784d0d599594aa,Non-chronic,4975,31.738693467336685,0
NC_001730,902c29e8d4bea78a1fc67e76cbed215e2fb6b8c476838ca704858f84d5ea2b50,Non-chronic,6089,44.91706355723436,0
,48ac49fa51762cb6d863843f36e301c5ba63c9b7221f085e00ba0157e28cf3d8,Chronic,4278,24.707807386629266,0
MN710383,7cad7c0cec5ebf4efd9fb3e6a8e025cedf6a68d037739152d82009cb220371e9,Chronic,10061,58.14531358711858,0
NC_029014,8cefa97560f455e7c29e86d457f3d6f07e2c21659591c3c52592d0d396adb968,Non-chronic,5001,40.15196960607879,0
MK448636,81d6fd2b8441f98d708aff13e9b5495a3a6321cb43f5ae3ac6f27635a5daac08,Non-chronic,12613,35.88361214619837,0
,94865aaed0a87a02133c5cb898d2ed05be97ae76d68b32b5978448cf7d911f8f,Chronic,7366,42.981265272875376,0
MH992214,2f1d8d4cc6277beac61b189044aea26ad9579e483105daabbc094e48d3ff1d85,Non-chronic,4332,45.475530932594644,0
MK448519,ddb2b956b4f75ce4e7180e6e07e50b35acb61d2b8a78a1d1dd1407c4bed8f935,Non-chronic,13287,36.652366975238955,0
MK496726,22f9f75159dddd7df480d1b076b30f9a11dbbeb9df13a385ef731b43b60a6344,Non-chronic,5123,37.243802459496386,0
KT264767,bb2629c613698d4028a92a168e0e7f9fc463d62b36f9e3e509afd751f843f999,Non-chronic,4833,44.09269604800331,0
,d6501c4cb3ceadf2bdb72c51b3c4699da0a50de9af87e9ef8c1640828bf02199,Chronic,5256,34.398782343987826,0
FJ483839,8e265a168b750462a54593a59b139a689f3cba4ad740d3e811eae6b59f064827,Non-chronic,3458,48.178137651821864,0
,2bfda2c935220b3c84bc583596c29229262579f00a00e585e1a36c949c28df77,Chronic,5160,37.13178294573643,0
NC_004678,a44bcdf20a34ce3318889a6dc4136944697372395a183969f73a9a183440d906,Non-chronic,16784,29.623450905624406,0
NC_047814,0c1d836ba47ebcc50af4f6115a98cfd040213b67eb25626c574bb14cdf8738ad,Non-chronic,18275,30.095759233926128,0
MH992189,cb953a8ec5194fe0aa5ed7ead6010c67b6cd2bab3714328bc11c3b4c45850463,Non-chronic,4600,45.71739130434783,0
,33ea261e4a2391ceec7c774f5f2a4085fa05e356d03c05127eb69aa5bc7adc5e,Chronic,5745,34.74325500435161,0
MG584725,5bef23768cfebaa0f6da54eb9925b18b3ae5a1dad601c7cb240fe711c857c30f,Non-chronic,20021,33.394935317916186,0
NC_027635,eee1802df8d9fcb9e3827a284e7b40628676896573e6049462efb313d554ab7d,Non-chronic,4815,47.62201453790239,0
,1f196568c9186d957b7731766e10db1e36670cbd8b69347ef0006e22c6d7e88d,Chronic,8008,35.81418581418581,0
,48b989f68a2593df8ec2dda314e4c3bc72cf0b1fa97cdfd4c24977716e752e14,Chronic,4721,39.08070324083881,0
MK249156,7428a22ba62303f7ffc18db84f3c1cdfe805442956ac011d265e1cc4b3a5d3d6,Non-chronic,4980,55.66265060240964,0
MH576952,c5ca633cae486678accbf5c8f1d1949d0259105f8d4b143a7c99b234490f14a2,Non-chronic,15556,60.118282334790436,0
MK496771,a3670f488f25728bdc96ba6b72e52557497b8b4bfb781c68c1f71f81df6ddbca,Non-chronic,5809,32.466861766224824,0
MK496693,d75880056220db9543e941700070c14f4b1ef9602c2e773f4ae766581a423829,Non-chronic,5865,39.26683716965047,0
KT264787,c4cfc83f5a6297cd67b60f2225a5b3bc3a4dced767e990fa20cc313106c9f335,Non-chronic,5209,33.730082549433675,0
NC_026665,13206f6c76bfc8998a4fffda1a4a3e5ec4dc23c90fa44893d639471eecba5ff4,Non-chronic,6083,30.659214203518,0
MK448505,34fbd19fbae9eaea45f1ce880ebc2ecabc37735689c3e366970b14a8725ae500,Non-chronic,11942,37.40579467425892,0
MK801723,3d58571ca4e1a81c2c678871e755d71ff957a3453fe4bd4b1020bd13857a8951,Non-chronic,16223,67.90975775134069,0
MK496759,dd00281a175f3602d154f19afafff8350acb2d501e67c6b7dfc499864bdde448,Non-chronic,6887,36.14055466821548,0
MK765661,1b02068c23bd13df929ddc4a859678690a3d9b1ad46832f461d5b0f74cffde2c,Non-chronic,5554,44.130356499819946,0
NC_027646,50b5884552674d2bbc5c4cd00d88a33dc7562a98bd5e50d5fdc2d73fcdea58a8,Non-chronic,4424,43.71609403254973,0
MH992181,3653bce2911e65478eaa794ca026f1d1045b5ceebef0feb6dfb8c4d54c38b221,Non-chronic,4893,43.28632740649908,0
NC_048107,aa55493c21641c44eb142501b46671accace01b5fa57ce88449923dc8c09208f,Non-chronic,17700,29.361581920903955,0
MK448576,9a01686091239f4c9022d31435c12226e33a3cee8ea3f6b121fd87674295d554,Non-chronic,10927,36.139837100759586,0
MH572384,9965834220537ff6220318c460d4c4bbab14bfe6f028571bf0667810c7aa8ded,Non-chronic,4466,41.73757277205553,0
MK764384,b3d57073e6bf48a77647cb62fa7e87e43b822542004b22a6af88a98e4362313c,Non-chronic,17505,28.866038274778635,0
EF380015,247450bd5ee8a4ea7e763b0fb039188a4c3fbc89067ea8d27f4871847ca707f9,Non-chronic,5386,44.28147047901968,0
NC_004171,eb992c4fc30e4e0ae4e747f467877da7d5913019ff0dcb68f6e655e296ca26e4,Non-chronic,4213,57.86850225492523,0
MK765663,369e11ea39d3293fc30710936665cf71724289d1ce11ef9ae736445578fef321,Non-chronic,4389,37.98131692868535,0
,27cafb4534a607d314e56a6755a595e805583e3aefbb322bd32a7cc1739698d2,Chronic,3880,28.99484536082474,0
MK496718,f436562a6885f847305276cbd5148038d88ca9930e44eb74396cbf745d6b7bea,Non-chronic,4514,35.755427558706245,0
MN379638,db4bcf08fc95f4a7f216bceb19eb8e609a487c7a8a1ca4d50948736695eaa7a9,Non-chronic,6308,42.07355738744452,0
MN379640,746635eea7a457a3fda8ac175742d24a813f8efa862e626f12d5e0390c13182d,Non-chronic,5777,50.649125843863594,0
,6ce0c7107a4cf0737196bb40101217aae58e37a11b319fecda0dec2356b2e20b,Chronic,4363,37.17625487050195,0
NC_007822,dcf971c85fc37eee93170bc9d8bc6acacb6ca6f78fc29d1f80997f97a9277e0e,Non-chronic,6068,44.94067237969677,0
MH572275,cca59173a3023f22379138d1682ae2609a9dc83be9ba09c5d573636ed5153845,Non-chronic,4618,42.9623213512343,0
MH572309,9bdcfdb7dc18dc2dd996f5f740f65274edf179e8c1307f45d5529e1d299adbdc,Non-chronic,4511,39.34825980935491,0
MK448385,2081039e1fee6cc01017e1b40a945d9d5a04f7c2adbcde269130ba7dfcbd9971,Non-chronic,10820,37.33826247689464,0
MK448658,c4d8f69c1cac192c1a661f8c03b28bd4c7ab17337813e0e0427dd78af00b4928,Non-chronic,9970,38.72617853560682,0
MH572491,ce4d79811cb7806bf4c8d041d2036f8ed87f8a127bf5c51f93fb4b8f58c9a7cb,Non-chronic,5874,53.83043922369765,0
MK448453,1798f962cd4d13540095f5a031008b84521770131645381f53d4475569b87a67,Non-chronic,15342,35.380002607222,0
HM753685,c0ff752dd389866669c66e841e1634f149684b1c4e0ff79492a03cf07182cb01,Non-chronic,5387,44.774457026174126,0
AF176033,023faafd9ea0a49626607accadbf63613136283e5b578919b624b7ee2cc5ffcd,Non-chronic,5388,44.65478841870824,0
NC_049973,810ed72ad98021dd44aae5096e6619b9668f1e140b90d1f020306c19f2a789c3,Non-chronic,20784,34.94515011547344,0
MH992203,edce04ebacf0100f5096414311df9ebed20077f27f85669265a2ebda34f527f0,Non-chronic,4470,42.48322147651007,0
KU886275,c05c4ab18840314f7b0a3fe75e9cda051d3385ecc63937b3a53e62a3c433fa10,Non-chronic,14429,49.26190311178876,0
DQ079895,32c63a45c8fc76d8ee4e6a92aa462d4b3c49e35751087742920f954f4da7ed9b,Non-chronic,5387,44.55169853350659,0
,0f32cb22b3494eb5e605a8cb1e08c26441a4f0d77b0fa995211f2f71d580e42a,Chronic,4661,39.39068869341343,0
,ae590f00aa4c97d7cd7af4e0242ddf2988151ab77c651545c37b89c63a6db586,Chronic,5535,42.041553748870825,0
MG883724,4fb4cc272828beb2e8985cb0b85ae6e632b31e6c0c8ac5f238ec4f2b8cf1056c,Non-chronic,5770,44.7313691507799,0
NC_001418,1bd2b5e54270d5aaab05c017e2b80131298d0bbe8d71b4d91c0d043faccaeb94,Chronic,5833,45.36259214812275,0
MN988479,7217c3eb679ddcafafaba854731b9a2cd2fe7d692087e45072b359006cd98f93,Non-chronic,6034,58.43553198541598,0
MK448612,01d51ce2ad56d4c0db46ffa1d6d1260e29ad076d438816fa27f3e26b5e6fc577,Non-chronic,11904,37.53360215053763,0
NC_021797,dc1b35890531ed09abd4a44e9f91ec00f1bcdb242c8547934cc40a872af56240,Non-chronic,6453,34.80551681388501,0
NC_012558,61e57fe54e2d2c0680ec857a96c63f93ace1901aa99e0d6f7198855b5cd23a23,Chronic,7048,54.185584562996596,0
MK448513,a604193a0772b09ed1a1dcc9353c75f4c608e52369a9371e92c11d14b7f86cd6,Non-chronic,11389,36.69330055316534,0
,0c72f32e8191c9ae31c1972955d34f60502f514d6c328389b322825f0aa7b2a5,Chronic,4045,25.735475896168108,0
MK448530,a2306c117b15dfd578040c87d20a4db1f2f57494909d2c55a0660d2f59e39556,Non-chronic,12384,37.47577519379845,0
MK249150,b64f37a4e1aab8178348e1d0b9651778e1421b9438cbd313ff15f1c6dbaeebee,Non-chronic,4633,50.140297863155624,0
DQ079904,c2914e85f2d3ac470601f2bccbb73ca229b38a80399d36aac87be147aada7cc7,Non-chronic,5529,46.46409839030566,0
MG883725,28aba6780d1d85fa631c22d68754829e52506263a7df81d64e7a399b6f83c1fc,Non-chronic,4923,40.52407068860451,0
MK765577,9682409832c1bd347572a032387156980d88d82e72f2154a0f1b93041749baa9,Non-chronic,4545,43.21232123212321,0
MH572468,cb8b4db8ee8d8874ab8677cc1154acf2ad243cd5c019d714fe516d6a96dd2c0d,Non-chronic,4313,35.65963366566195,0
MG883711,28bdea1f0a91840a7ca25010f267c2ab2f95b65aaa72d0eb8b0719d428b5d06f,Non-chronic,5311,42.892110713613256,0
MK448518,32db956fa08d293520ea46e2a0727fe7e106b646e69ccb84d313de25df0de32b,Non-chronic,13762,35.97587559947682,0
NC_010363,6a528569cda414d1a630627c82baf7cc573f07440dc98cdf05039c99134a4054,Non-chronic,18762,33.658458586504636,0
MH572357,bdb775e00e484a28fbde835f27351381a0db4f62ac166e3844d5fe59932952a6,Non-chronic,4521,55.540809555408096,0
MH572331,359be1f51603018d03b9f68c644f30f9f99be2cebf4508e998930f900a995c19,Non-chronic,4181,47.54843338914135,0
NC_055002,1fdea9697bc7a15ace351d2b244a10b1ec0d1cbd958b0b10d05d73ef04094eba,Non-chronic,21749,36.043036461446505,0
NC_028994,510edfde06c541e0061ea7ff7a779c770b8b5353badebf2932af6028d444f068,Non-chronic,4273,40.01872220922069,0
NC_018084,3bf0464cdf07b2fdc669424f0d02b26f29a979e78105f1d37a39da95325fe494,Non-chronic,18078,34.478371501272264,0
MK765599,7ea62140ef36aa8225ba2f5122f56b0795dedac8715bc25e0bedc5d04be94728,Non-chronic,5729,57.09547914121138,0
MT639647,b23b3ca2373fdc841c0f10282b1e02a5c359e31f883977e5da7ce417b3a82f93,Non-chronic,17382,68.74928086526292,0
MH572286,064a0b28b4d954d40d8923bc3901b697cdc112941a1487730246c95c9d9e0ded,Non-chronic,4106,46.59035557720409,0
DQ079883,a0523cebe76b1292cd2ed34dd32d70f3986386850239ffcc824579431acf2246,Non-chronic,5386,44.467137021908655,0
MH572493,1f0fdb849107cd06088212555e0e87f9bea83881c24e88fde6d9c949fb5923e6,Non-chronic,4230,38.58156028368794,0
MK765559,ccae79467a82481bf1d6ecde214f912110ff2b15369608e0373671378d223bbd,Non-chronic,4383,47.82112708190737,0
EF380014,984ed5c96e44a103fa3b1172f9ccb7cfa64850b6f1692e287c6153f8ce2e5746,Non-chronic,5386,44.207203861864095,0
,d27956dfff682e13a451ad09cc2d1295aa7d1fd60e369af79c7cbd650f0e3324,Chronic,4844,44.4467382328654,0
MH572272,4ae48539306fad20baeda6f3ee225dd4c4775b896916773ca8e49addbe84add9,Non-chronic,4237,51.545905121548266,0
,81a505888ea3869236342de46457774ebe8e209b5ceb84065f64d1fa9ff3c541,Chronic,5852,39.183185235816815,0
,2b3e04461f9461bc6aa075ff208acf49efd8697ee4eab6da448315635909ad76,Chronic,6362,34.863250550141466,0
MH572450,f49dd3f86fccef898b6e39bb959872730052e3903173d4199dcf3d86249750ff,Non-chronic,4443,46.972766148998424,0
,ea1e7304dc47eeb1d1edb76e0c7c24bb7acb97555d088e7f64bc91bead6cceb2,Chronic,6087,50.94463610974207,0
LT993225,54703ed36bef2209f0db8738858420788755dd7ce704439d48f5eda9632bdd66,Non-chronic,16305,36.982520699172035,0
KP087943,a4a4c49e273251dbd8085ba4a8eee3796fbd892c1561eb1b8dca4f410cdd5875,Non-chronic,6172,47.81270252754375,0
KY000085,5bba5d8b7a6805e8fb2f9e85d4ede4886b79fefd6c0ce1e9e5197c64d7492844,Non-chronic,18018,29.34842934842935,0
MK433583,57556d1c5c921f92276842141855afdc60f260406b8d3678b6fef90f5786ce4a,Non-chronic,17998,50.605622846982996,0
MK765644,43fd7e75370ea74497bc28af86cb842b88213d73d71fc0b5df3ef1cf80611194,Non-chronic,4298,49.58120055839925,0
NC_048738,285489e05fe87bb8d94a0f74254a7ebc89947a7b39ae034d9aef46811a967bfc,Non-chronic,18212,27.943114430046123,0
LT985577,b91c826bbbcc1ac3dc013255a8ed9deaf4b9ab07372a16dd8d7355b9ad811f88,Non-chronic,12763,36.85653843140327,0
KT264782,d77d44158ba3954b9a3a597eaf4aaf273578218cc7d0a317eb4e488ca7d799d9,Non-chronic,4710,32.67515923566879,0
MK496708,f57564ec949201514aa469d7697136f145bbc4e7992874d73b0363ed7f94bb02,Non-chronic,5490,38.287795992714024,0
KU160667,320c4aa4c69749430b1a71e0b4b6598605a35adc3487d8a3d7641939ad3c842a,Non-chronic,15630,60.01919385796545,0
MN311491,d6accbfa481f9b0395a81929f3c38ef4efb4ee1b9ef6cac319fd4e736703d040,Non-chronic,4201,42.561294929778626,0
MH572368,993879ed4f2fc9ac4861782fc05b3995c7c44d69fcf89ee0b36c4f01abccae07,Non-chronic,4380,42.26027397260274,0
HM753687,ef549fc0598b7fcde233eaf778b7c3f88b1f9f290dd215f51333638dd62e1c3e,Non-chronic,5387,44.8487098570633,0
MK249148,31b361fc1a459c6ee468b1531ac009ea1c7bff8e0791282c151002995c809b0a,Non-chronic,6565,39.51256664127951,0
MK249152,88756dc90785bf705271c50bd298a029472f866eb0d19a506a59211b78da4ca6,Non-chronic,4731,51.06742760515747,0
,becfbda9a47504af9dfd8b60aa1f1ea9f268707322142feb63ad709bd125a439,Chronic,4328,28.211645101663585,0
MH572324,1b2a4a21a5bd3c8bc9a879c4974fdf0039d708b061414b3dcd6d641b4ead8449,Non-chronic,4320,43.217592592592595,0
,9c92a8368b2ddb6b6a97a3a69d3e8dd4a232cc54e4d3330450423eb50757e3eb,Chronic,3794,27.35898787559304,0
NC_043028,5a983ce09e075e13e1650c6ab80a661764dc3a44a9aea8314bfa091d69ec627a,Chronic,7190,59.596662030598054,0
MH572501,0694d6cdfa477b8ee8ba45c10bcc83499eced69ab8bb9241dd89d44d1c6d81b6,Non-chronic,4215,36.93950177935943,0
MH572317,2e49b1c3715853fd99b3db3f72da28192b4200067ae2a0ceb2dc7470787b702d,Non-chronic,4178,52.10627094303494,0
MH992194,069926b5487640bff831324bdf23fa32c27ae3be2e8436ceeee264b212342272,Non-chronic,4566,50.963644327639074,0
,2f2609372a115bb4d80ef710361285391e7426ca6f7019bd9f4df45648147c86,Chronic,5605,33.54148082069581,0
MK765612,4d40d6c275fd63d60d7550194ee7a72ddeeda7bb48984588a7ede5bdbeab0f1e,Non-chronic,5944,40.94885598923284,0
KT264788,d78b1be91d53151ab52c52c3bc4f3b466f6335cfb1d39da717639e4ab83c58bd,Non-chronic,5672,48.51904090267983,0
MH572509,d842ab91927fd18ab1f9aefe8aa13bd9f8e033a82fc15fd1953a9d2aae0bd27e,Non-chronic,4368,41.94139194139194,0
MH572413,9d747da0233af98fbc423277ea864eafceb59d2ef42eaec627f6573533e317a4,Non-chronic,4544,43.55193661971831,0
,72bc4386a9a8ae35f3365ee42c1a2d6aef34fb4d95c6dca7542ea8ae8f37dd09,Chronic,5628,34.79033404406539,0
MK496722,56e95ca57452d88d0054cbfee553f583c5d2a8669197bdfdad2f9e2c9658bb80,Non-chronic,5188,50.327679259830376,0
MK496810,a21d6c7a0f287b7680f710d0867b1ae53700dc04f162fe6eb01b1c66508974b5,Non-chronic,4750,35.78947368421053,0
MK249170,ff81d534bd8c8c356d3f5df04dea0f3789d962112ee00d87bb8dbd3701e16458,Non-chronic,4615,48.732394366197184,0
FJ539135,a636cd68f735c41bf918f9d298752d29ccaca54553a118f898b82a4f6cac8fa3,Non-chronic,4273,50.57336765738357,0
MH319744,1bedd22224a4490acfaede84c1ed95e6965ca7817496aab0ec05a270e754df44,Non-chronic,15928,35.9618282270216,0
MH319752,432766650f4458da54f14c04685c8c5aa6e6faf84d6d0178e77006517d5b1ca3,Non-chronic,19248,35.754364089775564,0
MK496800,e5de50eecc3bb1680952dba8a4cd953bdfc1947e39d7749941cd168c96c8826a,Non-chronic,5119,33.737058019144364,0
,da837afbaee33724049185ff0f689cad33eef27aabe1ae54b4ce1f343dc20f72,Chronic,5470,44.808043875685556,0
MH572448,cc8d23aefe7138c3462aadf3db723264a1f63c4320fa326dfa9bb8e3ad4aa05a,Non-chronic,4226,55.63180312352106,0
MH572472,436f3e32390319b232aa94f459401cad156dc2c0c135a6e4666ad6617e2851a8,Non-chronic,4199,42.10526315789474,0
NC_004165,6e92c43708702e2b7ef6f2157e4145adcff50abc10b56b7b776756abae9e9bde,Non-chronic,18630,37.659688674181425,0
MK765633,f7eba714f36a3a3e48653f56ff03e522e8aacac771789355bf29d3d47539e40d,Non-chronic,5973,42.893018583626315,0
,d10eee838b216e6c6b2d584c8227e27999803af8e39a3e369fc05739b5d59ca4,Chronic,4680,27.735042735042736,0
MH572327,860b3d0529ad8f3752433e0ed7dcae9db9700a73bd5133e9b8ed52837e27eca4,Non-chronic,4194,50.50071530758226,0
MH572314,9d7c83e848afc65904c4162e51fa8b7dbd26d240759d36fd053f63bfca3fef05,Non-chronic,4207,53.74376039933444,0
MK496703,a6cbebce9f5e31febe3c75b66057022579a667d3c8913a45ee2e96d7c50f2e67,Non-chronic,5647,38.675402868779884,0
MH572320,202f30880e7b8d310e04fd43ca2837eae0c00f560c0142852ae47bdf55e3cd8f,Non-chronic,4326,52.9126213592233,0
,91ada725169e7a11d1551fdb7c597f0c9ab095aec6f546d5158b9b6783204f04,Chronic,5835,22.62210796915167,0
MK721197,23f5994f2e610332722d26daea3ab333fe682b965b2a36dbdec5d78176ac5a3d,Non-chronic,18366,33.246215833605575,0
MH576951,319885d60b69b2d66c54d71f5b2cb0e0d0230ac7e2ac85e4473d106297622253,Non-chronic,15556,60.118282334790436,0
MK448426,465c816df24e0b574bb7be5df0bfdaaebd91de05847a5084e7e4ece39e7228a4,Non-chronic,9989,36.96065672239463,0
,4336665dad583e7cff3844a49d45c3799092eeb95be2ae0dcdf4db0cc646ff36,Chronic,3910,28.721227621483376,0
MK448458,ab5d172fa64b00480c896f0aca051abb49241ad595ef916d8d7e4638d4cf8c57,Non-chronic,8636,33.15192218619731,0
MK765575,4107839b4aaf77a071bca7d4546bba0ad36f7682a0df35241d8fcd0c5c3e65da,Non-chronic,4607,46.3425222487519,0
MK496758,6b4663263dd1b18930ba87af51d6245c8a9e076f0d4beb7591468ffc1141a064,Non-chronic,4709,36.525801656402635,0
NC_002180,1c00b9e963ca3199baddecd6d0fc10e2a52798765d966487425409d3585943ea,Non-chronic,4532,40.62224183583407,0
MN150710,e581570f45c7b017c52bd3f6b72cdae3575965f08af720ac69e2f081ca41bcd0,Non-chronic,18028,29.343243842911026,0
MK494111,23b31fe010819eb692d6d4a97ceec0216dbe93a3ec8a5ca4c308f2a49293be5c,Non-chronic,15556,59.642581640524554,0
MK448520,9f50d4a856fb85d8ded7994b61e471d079524bacadbe695318b471f47b960af8,Non-chronic,13504,35.6042654028436,0
KY434670,9f23c98cd36ffa39f9c31040aa57cb06500d7a93f3f07bf1fd2fc2c551b8fd38,Non-chronic,15556,60.10542555926973,0
NC_022790,a85144a70ca7c902473d33a3b90c110ebcd0efd18c1afeffba8fa89ac8a21e06,Non-chronic,4129,39.57374666989586,0
MH931004,a404267493b0d15a188b4f7f1ebe5841dcabea1db49c7b7f4ec09ddb25fba95a,Non-chronic,4637,45.913306016821224,0
,fe408f5e48e1544722eb08f736a594d881a6034ec0a10ccd578b14470f168ca3,Chronic,5640,44.60992907801418,0
MH045557,5cfbcc0cd1e0051d8195ca1c58a9eb1ad06076971819943b03d088f97486abf3,Non-chronic,17445,68.75322441960446,0
MK249149,ab52962f792614b3e6cbe20f7a5b856de628ec6feea339a99a181e1e64e397d2,Non-chronic,4565,50.010952902519165,0
NC_002014,859cd22f6c7e1a63f70435fb0d2d70f643c4c3dc99db8402bd553be9735faa47,Chronic,6883,40.54917913700422,0
KX513870,acfd0def64c39142aed0f8c4e9c79403738e1ddf9b47c7669799c0de9a989973,Non-chronic,4671,43.7593663027189,0
MH378441,46cb4caa06823384eb540a4b733387e756f91f4e3e9007fdff249203be3b2bf8,Non-chronic,5386,44.8199034533977,0
,86c8a4d094aa565d7839c7f5af895a65e6b840d919fac8a94673702ae79eb1db,Chronic,5646,36.680835990081476,0
NC_047928,3d1075517eca77f621d7690bfbad46e3981a2dc05f76bde33fecbf4cd48e03df,Chronic,11648,56.1040521978022,0
MH572289,470dac742c869cc4ceb9c09c72aa11d44e939044dac55e5db06a3e489f66b435,Non-chronic,4202,39.64778676820561,0
AB626963,61159070de409a5fed07ce812f10529af540f478a0d756ea10669c3f4913acba,Non-chronic,18186,29.214780600461893,0
MK448349,0052e2de92e4445274e335a6bbf04e7ea74b561427e882e04f5955a2a72e52e1,Non-chronic,9789,41.863315966901624,0
NC_055916,dfde23c8ce8c5890d9f0e6d5e9949ae79035a78913c2f102cba36618e8ebe9b1,Non-chronic,17056,29.397279549718576,0
JF719727,418ef2dc223d0eed0e2f86f9161d6ebd2ce993b2a2eb4650a09423701072d5e0,Non-chronic,5386,44.634236910508726,0
MK448406,5a3058b88d3c302e5b721ff39459c6dd439e58657760f1f23677c0a45e68e736,Non-chronic,10429,39.45728257742832,0
KT355475,bdf5362cd1b6d04119eb1cf30acd58c8b98c2df7e1c7132936dbb9a0e58abba7,Non-chronic,15630,60.03198976327575,0
,b590da7c453f70a5b13d387812795afbec4bdae4b189a2f0013227de2777ba42,Chronic,5987,43.62786036412226,0
MN428062,190594ec9b0dd3c97a4d34b12876480f8efae796a0834fac9c62bb71a28da258,Non-chronic,17449,68.76038741475156,0
MN689504,a8300619d0d52b3e1ed2a13fa33f63b802ea294f6d9205faea2d3139f65cca9e,Non-chronic,21214,36.30621287828792,0
MH779520,d5b8fe10da4cd5c1f64e64c08473b728d870d231526ef61389a1333092c5abac,Non-chronic,21713,36.10279556026344,0
NC_002515,3053311d94fd991f15d54c3eb28ce5ca9def742fb53e4d8344af0ad814da867f,Non-chronic,11660,26.79245283018868,0
MH572291,951ad09d5f12a5d9ac9340bb48d512022489247eea9823dc41a150e98e5599ca,Non-chronic,4248,41.90207156308851,0
MK448340,82645163be92e6d67fb3423856dc41cd98a2822cf1916d35677572c8e2cbd999,Non-chronic,12209,36.26832664427881,0
KT264811,ec0328e683eca6962066eff10cace360facde06d8ffbac9831a27b4c29050b63,Non-chronic,4383,52.90896646132786,0
KT264835,45e516f6fffab0358d718148721d2b581787a5b61b5fde41e0df973757483b02,Non-chronic,4492,36.95458593054319,0
,2461f9113dc69592ba7980bd0cc2bb1308e4ada3b60e7baeae655a1e38d342a3,Chronic,6002,32.172609130289906,0
MK249188,22c3db7059fac00d10e0fce7f3576bd36488ccb7ff12fa85582173899a920409,Non-chronic,4591,51.16532345894141,0
