acc_no,lifecycle,train_test
MH622905,Non-chronic,0
MH622906,Non-chronic,0
MH622907,Non-chronic,0
MH622911,Non-chronic,1
MH622912,Non-chronic,0
MH622913,Non-chronic,0
MH622914,Non-chronic,1
MH622915,Non-chronic,0
MH622916,Non-chronic,0
MH622917,Non-chronic,0
MH622918,Non-chronic,1
MH622922,Non-chronic,0
MH622925,Non-chronic,1
MH622928,Non-chronic,1
MH622929,Non-chronic,1
MH622930,Non-chronic,0
MH622931,Non-chronic,0
MH622933,Non-chronic,0
MH622934,Non-chronic,0
MH622935,Non-chronic,0
MH622936,Non-chronic,1
MH622938,Non-chronic,0
MH622941,Non-chronic,0
MH622942,Non-chronic,0
MH648894,Non-chronic,0
MH648903,Non-chronic,0
MH648905,Non-chronic,0
MH648915,Non-chronic,0
MH648920,Non-chronic,1
MH648937,Non-chronic,1
MH648945,Non-chronic,1
MH648953,Non-chronic,0
MH648955,Non-chronic,0
MH648961,Non-chronic,0
MH648970,Non-chronic,0
MH648988,Non-chronic,0
MH649001,Non-chronic,0
MH649004,Non-chronic,1
MH649012,Non-chronic,0
MH649019,Non-chronic,1
MH649020,Non-chronic,0
MH649026,Non-chronic,1
MH649032,Non-chronic,0
MH649052,Non-chronic,1
MH649073,Non-chronic,1
MH649086,Non-chronic,0
MH649088,Non-chronic,0
MH649121,Non-chronic,0
MH649140,Non-chronic,0
MH649164,Non-chronic,0
MH649173,Non-chronic,0
MH649200,Non-chronic,0
MH649265,Non-chronic,0
MH651181,Non-chronic,1
MH744416,Non-chronic,0
MH779506,Non-chronic,1
MH779512,Non-chronic,0
MH779518,Non-chronic,0
MH779519,Non-chronic,0
MH779520,Non-chronic,0
MH779521,Non-chronic,0
MH779522,Non-chronic,0
MH779524,Non-chronic,1
MH779525,Non-chronic,0
MH779526,Non-chronic,0
MH834594,Non-chronic,0
MH834597,Non-chronic,0
MH834607,Non-chronic,0
MH834622,Non-chronic,1
MH834628,Non-chronic,0
MH931003,Non-chronic,0
MH931004,Non-chronic,0
MH972261,Non-chronic,0
MH972262,Non-chronic,0
MH972263,Non-chronic,0
MH992154,Non-chronic,1
MH992156,Non-chronic,0
MH992157,Non-chronic,0
MH992158,Non-chronic,0
MH992159,Non-chronic,1
MH992160,Non-chronic,0
MH992161,Non-chronic,0
MH992163,Non-chronic,1
MH992164,Non-chronic,0
MH992165,Non-chronic,0
MH992166,Non-chronic,0
MH992167,Non-chronic,0
MH992168,Non-chronic,0
MH992169,Non-chronic,1
MH992170,Non-chronic,0
MH992171,Non-chronic,1
MH992172,Non-chronic,0
MH992173,Non-chronic,0
MH992174,Non-chronic,0
MH992175,Non-chronic,1
MH992177,Non-chronic,0
MH992178,Non-chronic,0
MH992180,Non-chronic,1
MH992181,Non-chronic,0
MH992182,Non-chronic,0
MH992183,Non-chronic,0
MH992184,Non-chronic,0
MH992185,Non-chronic,0
MH992186,Non-chronic,0
MH992187,Non-chronic,0
MH992188,Non-chronic,0
MH992189,Non-chronic,0
MH992190,Non-chronic,0
MH992191,Non-chronic,0
MH992192,Non-chronic,1
MH992193,Non-chronic,0
MH992194,Non-chronic,0
MH992195,Non-chronic,0
MH992197,Non-chronic,0
MH992198,Non-chronic,0
MH992199,Non-chronic,1
MH992200,Non-chronic,1
MH992201,Non-chronic,0
MH992202,Non-chronic,0
MH992203,Non-chronic,0
MH992204,Non-chronic,1
MH992205,Non-chronic,0
MH992206,Non-chronic,0
MH992207,Non-chronic,0
MH992208,Non-chronic,0
MH992209,Non-chronic,0
MH992210,Non-chronic,1
MH992211,Non-chronic,0
MH992212,Non-chronic,0
MH992213,Non-chronic,0
MH992214,Non-chronic,1
MH992215,Non-chronic,0
MH992216,Non-chronic,0
MH992217,Non-chronic,0
MH992218,Non-chronic,0
MH992219,Non-chronic,0
MH992220,Non-chronic,0
MH992221,Non-chronic,0
MH992222,Non-chronic,0
MH992223,Non-chronic,1
MK012432,Non-chronic,1
MK012444,Non-chronic,0
MK012456,Non-chronic,1
MK012459,Non-chronic,0
MK012460,Non-chronic,1
MK012469,Non-chronic,0
MK012474,Non-chronic,1
MK012480,Non-chronic,1
MK012483,Non-chronic,0
MK012486,Non-chronic,0
MK012496,Non-chronic,0
MK012499,Non-chronic,0
MK012519,Non-chronic,1
MK012528,Non-chronic,0
MK017820,Non-chronic,0
MK047643,Non-chronic,0
MK080312,Non-chronic,0
MK213795,Non-chronic,0
MK249127,Non-chronic,1
MK249128,Non-chronic,0
MK249129,Non-chronic,1
MK249130,Non-chronic,0
MK249131,Non-chronic,0
MK249132,Non-chronic,0
MK249133,Non-chronic,1
MK249134,Non-chronic,0
MK249135,Non-chronic,0
MK249136,Non-chronic,0
MK249137,Non-chronic,1
MK249138,Non-chronic,0
MK249139,Non-chronic,0
MK249140,Non-chronic,0
MK249141,Non-chronic,0
MK249142,Non-chronic,1
MK249143,Non-chronic,0
MK249144,Non-chronic,0
MK249145,Non-chronic,0
MK249146,Non-chronic,1
MK249147,Non-chronic,0
MK249148,Non-chronic,0
MK249149,Non-chronic,0
MK249150,Non-chronic,0
MK249151,Non-chronic,0
MK249152,Non-chronic,0
MK249153,Non-chronic,0
MK249154,Non-chronic,0
MK249155,Non-chronic,0
MK249156,Non-chronic,0
MK249157,Non-chronic,0
MK249158,Non-chronic,0
MK249159,Non-chronic,0
MK249160,Non-chronic,0
MK249161,Non-chronic,0
MK249162,Non-chronic,0
MK249163,Non-chronic,1
MK249164,Non-chronic,1
MK249165,Non-chronic,0
MK249166,Non-chronic,1
MK249167,Non-chronic,0
MK249168,Non-chronic,0
MK249169,Non-chronic,0
MK249170,Non-chronic,0
MK249171,Non-chronic,0
MK249172,Non-chronic,1
MK249173,Non-chronic,1
MK249174,Non-chronic,0
MK249175,Non-chronic,1
MK249176,Non-chronic,1
MK249177,Non-chronic,0
MK249178,Non-chronic,1
MK249179,Non-chronic,0
MK249180,Non-chronic,0
MK249181,Non-chronic,1
MK249182,Non-chronic,1
MK249183,Non-chronic,0
MK249184,Non-chronic,0
MK249185,Non-chronic,0
MK249186,Non-chronic,0
MK249187,Non-chronic,0
MK249188,Non-chronic,0
MK249189,Non-chronic,1
MK249190,Non-chronic,0
MK249191,Non-chronic,1
MK249192,Non-chronic,0
MK249193,Non-chronic,0
MK249194,Non-chronic,0
MK249195,Non-chronic,0
MK249196,Non-chronic,1
MK249197,Non-chronic,0
MK249198,Non-chronic,1
MK249199,Non-chronic,0
MK249200,Non-chronic,0
MK249201,Non-chronic,0
MK249202,Non-chronic,0
MK249203,Non-chronic,0
MK249204,Non-chronic,0
MK249205,Non-chronic,0
MK249206,Non-chronic,0
MK249207,Non-chronic,0
MK249208,Non-chronic,0
MK249209,Non-chronic,0
MK249210,Non-chronic,1
MK249211,Non-chronic,0
MK249212,Non-chronic,1
MK249213,Non-chronic,1
MK249214,Non-chronic,1
MK249215,Non-chronic,0
MK249216,Non-chronic,0
MK249217,Non-chronic,0
MK249218,Non-chronic,0
MK249219,Non-chronic,1
MK249220,Non-chronic,0
MK249221,Non-chronic,0
MK249222,Non-chronic,1
MK249223,Non-chronic,0
MK249224,Non-chronic,0
MK249225,Non-chronic,1
MK249226,Non-chronic,0
MK249227,Non-chronic,0
MK249228,Non-chronic,0
MK249229,Non-chronic,0
MK249230,Non-chronic,0
MK249231,Non-chronic,0
MK249232,Non-chronic,0
MK249233,Non-chronic,0
MK249234,Non-chronic,0
MK263179,Non-chronic,0
MK301442,Non-chronic,1
MK301443,Non-chronic,0
MK416016,Non-chronic,0
MK433583,Non-chronic,0
MK448317,Non-chronic,0
MK448321,Non-chronic,0
MK448322,Non-chronic,0
MK448323,Non-chronic,0
MK448324,Non-chronic,0
MK448325,Non-chronic,0
MK448326,Non-chronic,0
MK448327,Non-chronic,0
MK448328,Non-chronic,0
MK448329,Non-chronic,0
MK448330,Non-chronic,0
MK448331,Non-chronic,0
MK448332,Non-chronic,0
MK448333,Non-chronic,0
MK448334,Non-chronic,0
MK448335,Non-chronic,0
MK448336,Non-chronic,0
MK448337,Non-chronic,0
MK448338,Non-chronic,0
MK448339,Non-chronic,0
MK448340,Non-chronic,0
MK448341,Non-chronic,0
MK448343,Non-chronic,0
MK448344,Non-chronic,0
MK448345,Non-chronic,0
MK448346,Non-chronic,0
MK448347,Non-chronic,0
MK448348,Non-chronic,0
MK448349,Non-chronic,0
MK448350,Non-chronic,0
MK448353,Non-chronic,0
MK448355,Non-chronic,0
MK448356,Non-chronic,0
MK448359,Non-chronic,0
MK448360,Non-chronic,0
MK448362,Non-chronic,0
MK448364,Non-chronic,0
MK448365,Non-chronic,0
MK448366,Non-chronic,0
MK448367,Non-chronic,0
MK448368,Non-chronic,0
MK448369,Non-chronic,0
MK448370,Non-chronic,0
MK448371,Non-chronic,0
MK448372,Non-chronic,0
MK448373,Non-chronic,0
MK448375,Non-chronic,0
MK448376,Non-chronic,0
MK448379,Non-chronic,0
MK448380,Non-chronic,0
MK448381,Non-chronic,0
MK448382,Non-chronic,0
MK448384,Non-chronic,0
MK448385,Non-chronic,0
MK448386,Non-chronic,0
MK448387,Non-chronic,0
MK448388,Non-chronic,0
MK448389,Non-chronic,0
MK448390,Non-chronic,0
MK448391,Non-chronic,0
MK448392,Non-chronic,0
MK448393,Non-chronic,0
MK448400,Non-chronic,0
MK448401,Non-chronic,0
MK448402,Non-chronic,0
MK448403,Non-chronic,0
MK448404,Non-chronic,0
MK448405,Non-chronic,0
MK448406,Non-chronic,0
MK448407,Non-chronic,0
MK448408,Non-chronic,0
MK448409,Non-chronic,0
MK448410,Non-chronic,0
MK448413,Non-chronic,0
MK448414,Non-chronic,0
MK448415,Non-chronic,0
MK448416,Non-chronic,0
MK448417,Non-chronic,0
MK448418,Non-chronic,0
MK448419,Non-chronic,0
MK448420,Non-chronic,0
MK448421,Non-chronic,0
MK448422,Non-chronic,0
MK448423,Non-chronic,0
MK448424,Non-chronic,0
MK448425,Non-chronic,0
MK448426,Non-chronic,0
MK448427,Non-chronic,0
MK448428,Non-chronic,0
MK448429,Non-chronic,0
MK448430,Non-chronic,0
MK448431,Non-chronic,0
MK448433,Non-chronic,0
MK448434,Non-chronic,0
MK448435,Non-chronic,0
MK448436,Non-chronic,0
MK448437,Non-chronic,0
MK448438,Non-chronic,0
MK448439,Non-chronic,0
MK448440,Non-chronic,0
MK448441,Non-chronic,0
MK448442,Non-chronic,0
MK448444,Non-chronic,0
MK448445,Non-chronic,0
MK448446,Non-chronic,0
MK448447,Non-chronic,0
MK448448,Non-chronic,0
MK448449,Non-chronic,0
MK448450,Non-chronic,0
MK448451,Non-chronic,0
MK448452,Non-chronic,0
MK448453,Non-chronic,0
MK448454,Non-chronic,0
MK448455,Non-chronic,0
MK448456,Non-chronic,0
MK448457,Non-chronic,0
MK448458,Non-chronic,0
MK448459,Non-chronic,0
MK448461,Non-chronic,0
MK448462,Non-chronic,0
MK448463,Non-chronic,0
MK448464,Non-chronic,0
MK448465,Non-chronic,0
MK448466,Non-chronic,0
MK448467,Non-chronic,0
MK448468,Non-chronic,0
MK448469,Non-chronic,0
MK448470,Non-chronic,0
MK448471,Non-chronic,0
MK448472,Non-chronic,0
MK448473,Non-chronic,0
MK448474,Non-chronic,0
MK448475,Non-chronic,0
MK448476,Non-chronic,0
MK448477,Non-chronic,0
MK448478,Non-chronic,0
MK448480,Non-chronic,0
MK448481,Non-chronic,0
MK448482,Non-chronic,0
MK448483,Non-chronic,0
MK448484,Non-chronic,0
MK448485,Non-chronic,0
MK448486,Non-chronic,0
MK448487,Non-chronic,0
MK448488,Non-chronic,0
MK448489,Non-chronic,0
MK448490,Non-chronic,0
MK448491,Non-chronic,0
MK448492,Non-chronic,0
MK448493,Non-chronic,0
MK448495,Non-chronic,0
MK448496,Non-chronic,0
MK448497,Non-chronic,0
MK448498,Non-chronic,0
MK448500,Non-chronic,0
MK448501,Non-chronic,0
MK448503,Non-chronic,0
MK448504,Non-chronic,0
MK448505,Non-chronic,0
MK448506,Non-chronic,0
MK448507,Non-chronic,0
MK448508,Non-chronic,0
MK448510,Non-chronic,0
MK448511,Non-chronic,0
MK448512,Non-chronic,0
MK448513,Non-chronic,0
MK448514,Non-chronic,0
MK448515,Non-chronic,0
MK448516,Non-chronic,0
MK448517,Non-chronic,0
MK448518,Non-chronic,0
MK448519,Non-chronic,0
MK448520,Non-chronic,0
MK448521,Non-chronic,0
MK448522,Non-chronic,0
MK448523,Non-chronic,0
MK448524,Non-chronic,0
MK448525,Non-chronic,0
MK448526,Non-chronic,0
MK448530,Non-chronic,0
MK448533,Non-chronic,0
MK448534,Non-chronic,0
MK448535,Non-chronic,0
MK448536,Non-chronic,0
MK448537,Non-chronic,0
MK448539,Non-chronic,0
MK448540,Non-chronic,0
MK448541,Non-chronic,0
MK448542,Non-chronic,0
MK448543,Non-chronic,0
MK448544,Non-chronic,0
MK448546,Non-chronic,0
MK448547,Non-chronic,0
MK448548,Non-chronic,0
MK448550,Non-chronic,0
MK448552,Non-chronic,0
MK448554,Non-chronic,0
MK448555,Non-chronic,0
MK448556,Non-chronic,0
MK448557,Non-chronic,0
MK448560,Non-chronic,0
MK448561,Non-chronic,0
MK448562,Non-chronic,0
MK448572,Non-chronic,0
MK448574,Non-chronic,0
MK448576,Non-chronic,0
MK448578,Non-chronic,0
MK448579,Non-chronic,0
MK448580,Non-chronic,0
MK448581,Non-chronic,0
MK448582,Non-chronic,0
MK448583,Non-chronic,0
MK448585,Non-chronic,0
MK448586,Non-chronic,0
MK448588,Non-chronic,0
MK448590,Non-chronic,0
MK448591,Non-chronic,0
MK448596,Non-chronic,0
MK448597,Non-chronic,0
MK448598,Non-chronic,0
MK448599,Non-chronic,0
MK448600,Non-chronic,0
MK448601,Non-chronic,0
MK448602,Non-chronic,0
MK448604,Non-chronic,0
MK448607,Non-chronic,0
MK448609,Non-chronic,0
MK448610,Non-chronic,0
MK448611,Non-chronic,0
MK448612,Non-chronic,0
MK448613,Non-chronic,0
MK448614,Non-chronic,0
MK448615,Non-chronic,0
MK448616,Non-chronic,0
MK448617,Non-chronic,0
MK448618,Non-chronic,0
MK448619,Non-chronic,0
MK448620,Non-chronic,0
MK448621,Non-chronic,0
MK448622,Non-chronic,0
MK448623,Non-chronic,0
MK448625,Non-chronic,0
MK448626,Non-chronic,0
MK448627,Non-chronic,0
MK448628,Non-chronic,0
MK448629,Non-chronic,0
MK448630,Non-chronic,0
MK448631,Non-chronic,0
MK448632,Non-chronic,0
MK448633,Non-chronic,0
MK448634,Non-chronic,0
MK448635,Non-chronic,0
MK448636,Non-chronic,0
MK448637,Non-chronic,0
MK448638,Non-chronic,0
MK448640,Non-chronic,0
MK448641,Non-chronic,0
MK448642,Non-chronic,0
MK448643,Non-chronic,0
MK448645,Non-chronic,0
MK448646,Non-chronic,0
MK448647,Non-chronic,0
MK448649,Non-chronic,0
MK448650,Non-chronic,0
MK448651,Non-chronic,0
MK448652,Non-chronic,0
MK448658,Non-chronic,0
MK448659,Non-chronic,0
MK448660,Non-chronic,0
MK448661,Non-chronic,0
MK448662,Non-chronic,0
MK448663,Non-chronic,0
MK448664,Non-chronic,0
MK448813,Non-chronic,0
MK448856,Non-chronic,0
MK448937,Non-chronic,0
MK448989,Non-chronic,0
MK494103,Non-chronic,0
MK494111,Non-chronic,1
MK496679,Non-chronic,0
MK496680,Non-chronic,0
MK496681,Non-chronic,1
MK496682,Non-chronic,0
MK496683,Non-chronic,1
MK496684,Non-chronic,0
MK496685,Non-chronic,0
MK496686,Non-chronic,0
MK496687,Non-chronic,0
MK496688,Non-chronic,0
MK496689,Non-chronic,1
MK496690,Non-chronic,0
MK496691,Non-chronic,0
MK496692,Non-chronic,1
MK496693,Non-chronic,0
MK496694,Non-chronic,0
MK496695,Non-chronic,0
MK496696,Non-chronic,0
MK496697,Non-chronic,0
MK496698,Non-chronic,0
MK496699,Non-chronic,1
MK496700,Non-chronic,0
MK496701,Non-chronic,0
MK496702,Non-chronic,0
MK496703,Non-chronic,0
MK496704,Non-chronic,0
MK496705,Non-chronic,0
MK496706,Non-chronic,0
MK496707,Non-chronic,1
MK496708,Non-chronic,0
MK496709,Non-chronic,0
MK496710,Non-chronic,0
MK496711,Non-chronic,0
MK496712,Non-chronic,0
MK496713,Non-chronic,0
MK496714,Non-chronic,0
MK496715,Non-chronic,0
MK496716,Non-chronic,1
MK496717,Non-chronic,0
MK496718,Non-chronic,1
MK496719,Non-chronic,0
MK496720,Non-chronic,0
MK496721,Non-chronic,0
MK496722,Non-chronic,1
MK496723,Non-chronic,1
MK496724,Non-chronic,1
MK496725,Non-chronic,0
MK496726,Non-chronic,1
MK496727,Non-chronic,1
MK496728,Non-chronic,1
MK496729,Non-chronic,0
MK496730,Non-chronic,0
MK496731,Non-chronic,1
MK496732,Non-chronic,0
MK496733,Non-chronic,0
MK496734,Non-chronic,0
MK496735,Non-chronic,0
MK496736,Non-chronic,0
MK496737,Non-chronic,0
MK496738,Non-chronic,0
MK496739,Non-chronic,1
MK496740,Non-chronic,1
MK496741,Non-chronic,1
MK496742,Non-chronic,0
MK496743,Non-chronic,1
MK496744,Non-chronic,0
MK496745,Non-chronic,1
MK496746,Non-chronic,0
MK496747,Non-chronic,0
MK496748,Non-chronic,0
MK496749,Non-chronic,1
MK496750,Non-chronic,0
MK496751,Non-chronic,0
MK496752,Non-chronic,0
MK496753,Non-chronic,0
MK496754,Non-chronic,0
MK496755,Non-chronic,0
MK496756,Non-chronic,0
MK496757,Non-chronic,0
MK496758,Non-chronic,1
MK496759,Non-chronic,0
MK496760,Non-chronic,0
MK496761,Non-chronic,1
MK496762,Non-chronic,1
MK496763,Non-chronic,0
MK496764,Non-chronic,0
MK496765,Non-chronic,1
MK496766,Non-chronic,0
MK496767,Non-chronic,0
MK496768,Non-chronic,0
MK496769,Non-chronic,0
MK496770,Non-chronic,0
MK496771,Non-chronic,0
MK496772,Non-chronic,1
MK496773,Non-chronic,0
MK496774,Non-chronic,0
MK496775,Non-chronic,0
MK496776,Non-chronic,0
MK496777,Non-chronic,0
MK496778,Non-chronic,0
MK496779,Non-chronic,0
MK496780,Non-chronic,0
MK496781,Non-chronic,0
MK496782,Non-chronic,1
MK496783,Non-chronic,0
MK496784,Non-chronic,0
MK496785,Non-chronic,0
MK496786,Non-chronic,1
MK496787,Non-chronic,1
MK496788,Non-chronic,1
MK496789,Non-chronic,0
MK496790,Non-chronic,0
MK496791,Non-chronic,0
MK496792,Non-chronic,0
MK496793,Non-chronic,1
MK496794,Non-chronic,0
MK496795,Non-chronic,0
MK496796,Non-chronic,0
MK496797,Non-chronic,1
MK496798,Non-chronic,0
MK496799,Non-chronic,1
MK496800,Non-chronic,0
MK496801,Non-chronic,0
MK496802,Non-chronic,0
MK496803,Non-chronic,0
MK496804,Non-chronic,0
MK496805,Non-chronic,0
MK496806,Non-chronic,0
MK496807,Non-chronic,1
MK496808,Non-chronic,1
MK496809,Non-chronic,0
MK496810,Non-chronic,0
MK496811,Non-chronic,0
MK496812,Non-chronic,0
MK496813,Non-chronic,0
MK496814,Non-chronic,0
MK496815,Non-chronic,0
MK496816,Non-chronic,0
MK496817,Non-chronic,1
MK496818,Non-chronic,0
MK496819,Non-chronic,1
MK496820,Non-chronic,0
MK496821,Non-chronic,1
MK496822,Non-chronic,1
MK496823,Non-chronic,0
MK496824,Non-chronic,1
MK496825,Non-chronic,0
MK496826,Non-chronic,0
MK524502,Non-chronic,0
MK620897,Non-chronic,0
MK629525,Non-chronic,1
MK629526,Non-chronic,0
MK629527,Non-chronic,0
MK629529,Non-chronic,1
MK660712,Non-chronic,0
MK721197,Non-chronic,0
MK737943,Non-chronic,0
MK757448,Non-chronic,0
MK764384,Non-chronic,1
MK765551,Non-chronic,0
MK765554,Non-chronic,1
MK765555,Non-chronic,1
MK765556,Non-chronic,0
MK765557,Non-chronic,1
MK765559,Non-chronic,1
MK765561,Non-chronic,0
MK765562,Non-chronic,1
MK765564,Non-chronic,0
MK765565,Non-chronic,0
MK765566,Non-chronic,0
MK765567,Non-chronic,0
MK765568,Non-chronic,0
MK765569,Non-chronic,0
MK765570,Non-chronic,0
MK765571,Non-chronic,0
MK765572,Non-chronic,0
MK765573,Non-chronic,0
MK765574,Non-chronic,0
MK765575,Non-chronic,1
MK765576,Non-chronic,1
MK765577,Non-chronic,0
MK765578,Non-chronic,0
MK765579,Non-chronic,0
MK765580,Non-chronic,0
MK765581,Non-chronic,0
MK765582,Non-chronic,0
MK765583,Non-chronic,1
MK765584,Non-chronic,0
MK765585,Non-chronic,0
MK765586,Non-chronic,0
MK765587,Non-chronic,0
MK765588,Non-chronic,0
MK765589,Non-chronic,1
MK765590,Non-chronic,1
MK765592,Non-chronic,0
MK765593,Non-chronic,0
MK765594,Non-chronic,0
MK765595,Non-chronic,0
MK765596,Non-chronic,0
MK765597,Non-chronic,1
MK765598,Non-chronic,0
MK765599,Non-chronic,0
MK765600,Non-chronic,0
MK765601,Non-chronic,1
MK765602,Non-chronic,0
MK765604,Non-chronic,1
MK765605,Non-chronic,0
MK765606,Non-chronic,0
MK765607,Non-chronic,1
MK765608,Non-chronic,0
MK765609,Non-chronic,0
MK765610,Non-chronic,0
MK765611,Non-chronic,1
MK765612,Non-chronic,0
MK765613,Non-chronic,0
MK765614,Non-chronic,1
MK765615,Non-chronic,0
MK765616,Non-chronic,0
MK765617,Non-chronic,0
MK765618,Non-chronic,0
MK765619,Non-chronic,1
MK765620,Non-chronic,0
MK765622,Non-chronic,0
MK765623,Non-chronic,0
MK765624,Non-chronic,0
MK765625,Non-chronic,0
MK765626,Non-chronic,0
MK765627,Non-chronic,0
MK765628,Non-chronic,0
MK765629,Non-chronic,0
MK765630,Non-chronic,1
MK765631,Non-chronic,0
MK765632,Non-chronic,0
MK765633,Non-chronic,0
MK765634,Non-chronic,0
MK765635,Non-chronic,0
MK765636,Non-chronic,0
MK765637,Non-chronic,0
MK765638,Non-chronic,0
MK765639,Non-chronic,1
MK765640,Non-chronic,0
MK765641,Non-chronic,0
MK765642,Non-chronic,1
MK765643,Non-chronic,1
MK765644,Non-chronic,0
MK765645,Non-chronic,0
MK765646,Non-chronic,0
MK765647,Non-chronic,0
MK765648,Non-chronic,1
MK765649,Non-chronic,0
MK765650,Non-chronic,0
MK765651,Non-chronic,0
MK765652,Non-chronic,0
MK765653,Non-chronic,0
MK765654,Non-chronic,0
MK765655,Non-chronic,0
MK765659,Non-chronic,0
MK765660,Non-chronic,0
MK765661,Non-chronic,1
MK765662,Non-chronic,0
MK765664,Non-chronic,0
MK765665,Non-chronic,0
MK765666,Non-chronic,1
MK765667,Non-chronic,0
MK765669,Non-chronic,1
MK791318,Non-chronic,0
MK801723,Non-chronic,1
MK801730,Non-chronic,0
MK820640,Non-chronic,0
MK878899,Non-chronic,0
MK894434,Non-chronic,0
MK903033,Non-chronic,1
MK922546,Non-chronic,1
MK922547,Non-chronic,0
MK922548,Non-chronic,0
MK936475,Non-chronic,0
MK936476,Non-chronic,0
MK976036,Non-chronic,0
MN010755,Non-chronic,0
MN010759,Non-chronic,0
MN098325,Non-chronic,0
MN150710,Non-chronic,1
MN234191,Non-chronic,1
MN234213,Non-chronic,0
MN266305,Non-chronic,0
MN284892,Non-chronic,0
MN311487,Non-chronic,0
MN311488,Non-chronic,0
MN311489,Non-chronic,0
MN311490,Non-chronic,0
MN311491,Non-chronic,1
MN311492,Non-chronic,0
MN311493,Non-chronic,0
MN329679,Non-chronic,0
MN335165,Non-chronic,0
MN337887,Non-chronic,1
MN379629,Non-chronic,0
MN379630,Non-chronic,0
MN379631,Non-chronic,0
MN379632,Non-chronic,1
MN379633,Non-chronic,0
MN379634,Non-chronic,0
MN379635,Non-chronic,0
MN379636,Non-chronic,1
MN379637,Non-chronic,0
MN379638,Non-chronic,0
MN379639,Non-chronic,0
MN379640,Non-chronic,0
MN379641,Non-chronic,0
MN379642,Non-chronic,1
MN379643,Non-chronic,0
MN379644,Non-chronic,0
MN379645,Non-chronic,0
MN379646,Non-chronic,0
MN379647,Non-chronic,1
MN379648,Non-chronic,1
MN379649,Non-chronic,1
MN379650,Non-chronic,0
MN379651,Non-chronic,1
MN428062,Non-chronic,0
MN428064,Non-chronic,0
MN582054,Non-chronic,0
MN582057,Non-chronic,0
MN582062,Non-chronic,1
MN582063,Non-chronic,1
MN582073,Non-chronic,1
MN582075,Non-chronic,1
MN582079,Non-chronic,1
MN582080,Non-chronic,0
MN582087,Non-chronic,1
MN582088,Non-chronic,0
MN582097,Non-chronic,0
MN582105,Non-chronic,0
MN582108,Non-chronic,0
MN586008,Non-chronic,1
MN586010,Non-chronic,0
MN617842,Non-chronic,0
MN689503,Non-chronic,0
MN689504,Non-chronic,1
MN689506,Non-chronic,1
MN689507,Non-chronic,0
MN689508,Non-chronic,0
MN689510,Non-chronic,0
MN689511,Non-chronic,0
MN689515,Non-chronic,0
MN689532,Non-chronic,0
MN689533,Non-chronic,0
MN813695,Non-chronic,0
MN850599,Non-chronic,0
MN855586,Non-chronic,0
MN855587,Non-chronic,1
MN855588,Non-chronic,0
MN855589,Non-chronic,0
MN855591,Non-chronic,0
MN855592,Non-chronic,0
MN855593,Non-chronic,0
MN855594,Non-chronic,1
MN855595,Non-chronic,0
MN855597,Non-chronic,0
MN855598,Non-chronic,0
MN855599,Non-chronic,1
MN855600,Non-chronic,0
MN855603,Non-chronic,0
MN855604,Non-chronic,1
MN855605,Non-chronic,0
MN855608,Non-chronic,0
MN855609,Non-chronic,0
MN855610,Non-chronic,0
MN855611,Non-chronic,0
MN855612,Non-chronic,0
MN855614,Non-chronic,0
MN855615,Non-chronic,0
MN855616,Non-chronic,0
MN855618,Non-chronic,0
MN855620,Non-chronic,1
MN855621,Non-chronic,0
MN855622,Non-chronic,0
MN855623,Non-chronic,1
MN855624,Non-chronic,1
MN855625,Non-chronic,0
MN855626,Non-chronic,0
MN855627,Non-chronic,1
MN855629,Non-chronic,1
MN855630,Non-chronic,0
MN855633,Non-chronic,1
MN855634,Non-chronic,0
MN855635,Non-chronic,0
MN855639,Non-chronic,0
MN855640,Non-chronic,0
MN855641,Non-chronic,0
MN855642,Non-chronic,0
MN855643,Non-chronic,0
MN855644,Non-chronic,0
MN855645,Non-chronic,0
MN855646,Non-chronic,0
MN855647,Non-chronic,0
MN855650,Non-chronic,0
MN855652,Non-chronic,0
MN855653,Non-chronic,0
MN855655,Non-chronic,0
MN855656,Non-chronic,0
MN855657,Non-chronic,0
MN855658,Non-chronic,0
MN855659,Non-chronic,0
MN855660,Non-chronic,0
MN855661,Non-chronic,0
MN855662,Non-chronic,0
MN855663,Non-chronic,0
MN855664,Non-chronic,0
MN855665,Non-chronic,0
MN855666,Non-chronic,0
MN855667,Non-chronic,0
MN855668,Non-chronic,0
MN855669,Non-chronic,0
MN855670,Non-chronic,0
MN855672,Non-chronic,0
MN855676,Non-chronic,0
MN855678,Non-chronic,0
MN855679,Non-chronic,0
MN855680,Non-chronic,0
MN855681,Non-chronic,0
MN855682,Non-chronic,0
MN855684,Non-chronic,0
MN855685,Non-chronic,0
MN855686,Non-chronic,1
MN855687,Non-chronic,0
MN855688,Non-chronic,0
MN855689,Non-chronic,0
MN855691,Non-chronic,0
MN855692,Non-chronic,1
MN855693,Non-chronic,0
MN855694,Non-chronic,0
MN855696,Non-chronic,0
MN855697,Non-chronic,0
MN855699,Non-chronic,0
MN855700,Non-chronic,1
MN855702,Non-chronic,0
MN855703,Non-chronic,0
MN855704,Non-chronic,0
MN855705,Non-chronic,0
MN855706,Non-chronic,0
MN855707,Non-chronic,0
MN855709,Non-chronic,0
MN855710,Non-chronic,0
MN855711,Non-chronic,0
MN855712,Non-chronic,0
MN855713,Non-chronic,0
MN855714,Non-chronic,0
